lead,spell,sCRPS,n,var,model,clim,CRPSS
7,break,0.5133258562393777,653,Rainfall,moirai2,0.552899989484838,0.07157557243278911
7,normal,1.0249858026302041,1389,Rainfall,moirai2,1.0102312345178865,-0.01460513950487674
30,active,2.3101621610908127,414,Rainfall,moirai2,2.2300407301094074,-0.035928236601075136
30,break,0.5171416727356897,862,Rainfall,moirai2,0.5875379863969551,0.1198157656034583
30,normal,0.848555205358179,1171,Rainfall,moirai2,0.8347838822632254,-0.016496872289408993
1,active,2.2549916534654018,381,Rainfall,sundial,2.4863492510040017,0.09305112604159549
1,break,0.7363585718503708,726,Rainfall,sundial,0.6133316426444865,-0.2005879375070756
1,normal,1.0619719786682236,1315,Rainfall,sundial,0.930190289186935,-0.14167175363277207
7,active,2.7390671742642647,378,Rainfall,sundial,2.6236137705050115,-0.04400548779595326
7,break,0.7667998258886956,653,Rainfall,sundial,0.552899989484838,-0.38686894641318004
7,normal,1.110862156214109,1389,Rainfall,sundial,1.0102312345178865,-0.09961177031340407
30,active,2.3084502608890234,414,Rainfall,sundial,2.2300407301094074,-0.03516058237006692
30,break,0.7384519175362767,862,Rainfall,sundial,0.5875379863969551,-0.256858168549736
30,normal,0.9395779507501212,1171,Rainfall,sundial,0.8347838822632254,-0.12553436968953346
1,active,0.40600441501387413,367,Temperature,climatology,0.40600441501387413,0.0
1,break,0.7372685989137024,699,Temperature,climatology,0.7372685989137024,0.0
1,normal,0.42338319826959353,1245,Temperature,climatology,0.42338319826959353,0.0
7,active,0.48301342414628595,360,Temperature,climatology,0.48301342414628595,0.0
7,break,0.8347024286562679,627,Temperature,climatology,0.8347024286562679,0.0
7,normal,0.45762312695709223,1327,Temperature,climatology,0.45762312695709223,0.0
30,active,0.41315699615024837,397,Temperature,climatology,0.41315699615024837,0.0
30,break,0.6814183164568919,824,Temperature,climatology,0.6814183164568919,0.0
30,normal,0.430248761578474,1122,Temperature,climatology,0.430248761578474,0.0
1,active,0.35669724660263114,367,Temperature,NHITS,0.40600441501387413,0.12144490697116694
1,break,0.3423916517809731,699,Temperature,NHITS,0.7372685989137024,0.5355944193399045
1,normal,0.3364930785729244,1245,Temperature,NHITS,0.42338319826959353,0.20522807719294756
7,active,0.5860691812647473,360,Temperature,NHITS,0.48301342414628595,-0.21336002679554866
7,break,0.6726489180935467,627,Temperature,NHITS,0.8347024286562679,0.19414524865298455
7,normal,0.4611125405913807,1327,Temperature,NHITS,0.45762312695709223,-0.007625081488977337
30,active,0.6528279729607435,397,Temperature,NHITS,0.41315699615024837,-0.5800966195507349
30,break,0.545938326957551,824,Temperature,NHITS,0.6814183164568919,0.1988205867488032
30,normal,0.4289777872960638,1122,Temperature,NHITS,0.430248761578474,0.0029540451848074634
1,active,0.3470858720387163,367,Temperature,PatchTST,0.40600441501387413,0.14511798590452374
1,break,0.3405925394817227,699,Temperature,PatchTST,0.7372685989137024,0.5380346593038758
1,normal,0.3246244798550307,1245,Temperature,PatchTST,0.42338319826959353,0.2332608351446135
7,active,0.5813754000072159,360,Temperature,PatchTST,0.48301342414628595,-0.20364232326416642
7,break,0.5903604710916057,627,Temperature,PatchTST,0.8347024286562679,0.2927294197023148
7,normal,0.4119391849013823,1327,Temperature,PatchTST,0.45762312695709223,0.09982874414472798
30,active,0.49277406026527565,397,Temperature,PatchTST,0.41315699615024837,-0.19270414117851176
30,break,0.609082573829753,824,Temperature,PatchTST,0.6814183164568919,0.1061546789690897
30,normal,0.4028687623499343,1122,Temperature,PatchTST,0.430248761578474,0.06363760148452124
1,active,0.3722653621305193,367,Temperature,chronos2,0.40600441501387413,0.08310021180977034
1,break,0.30997447859466615,699,Temperature,chronos2,0.7372685989137024,0.5795637043929647
1,normal,0.3018641343110438,1245,Temperature,chronos2,0.42338319826959353,0.2870190986680847
7,active,0.6667465607731716,360,Temperature,chronos2,0.48301342414628595,-0.38038929653276066
7,break,0.5268745175783142,627,Temperature,chronos2,0.8347024286562679,0.36878760682834655
7,normal,0.40718719854244073,1327,Temperature,chronos2,0.45762312695709223,0.1102128049122405
30,active,0.6272850632201463,397,Temperature,chronos2,0.41315699615024837,-0.5182728818950662
30,break,0.4228682486954384,824,Temperature,chronos2,0.6814183164568919,0.37942928964077827
30,normal,0.3881781408903001,1122,Temperature,chronos2,0.430248761578474,0.09778208433146307
1,active,0.35713376077132813,367,Temperature,chronos_bolt,0.40600441501387413,0.12036976061178051
1,break,0.3160297496314997,699,Temperature,chronos_bolt,0.7372685989137024,0.5713505904128556
1,normal,0.3241985802634126,1245,Temperature,chronos_bolt,0.42338319826959353,0.2342667786807736
7,active,0.7978125813320983,360,Temperature,chronos_bolt,0.48301342414628595,-0.6517399754307283
7,break,0.46309863126361805,627,Temperature,chronos_bolt,0.8347024286562679,0.44519314265189114
7,normal,0.436250921971418,1327,Temperature,chronos_bolt,0.45762312695709223,0.04670263307666733
30,active,0.8248720476083692,397,Temperature,chronos_bolt,0.41315699615024837,-0.9965099351927635
30,break,0.3767906116799654,824,Temperature,chronos_bolt,0.6814183164568919,0.4470494810894886
30,normal,0.45155814262076727,1122,Temperature,chronos_bolt,0.430248761578474,-0.04952804736523708
1,active,0.3585278567303561,367,Temperature,timesfm25,0.40600441501387413,0.11693606406200208
1,break,0.30430715910526507,699,Temperature,timesfm25,0.7372685989137024,0.5872506172734961
1,normal,0.3156974508618673,1245,Temperature,timesfm25,0.42338319826959353,0.25434582158160246
7,active,0.6967152020119726,360,Temperature,timesfm25,0.48301342414628595,-0.4424344483663143
7,break,0.49601024553243467,627,Temperature,timesfm25,0.8347024286562679,0.40576398426091953
7,normal,0.421666051766932,1327,Temperature,timesfm25,0.45762312695709223,0.07857355337185934
30,active,0.6609992494718738,397,Temperature,timesfm25,0.41315699615024837,-0.5998742745033787
30,break,0.4204647046339472,824,Temperature,timesfm25,0.6814183164568919,0.382956556230835
30,normal,0.3963959981959861,1122,Temperature,timesfm25,0.430248761578474,0.07868183805640883
1,active,0.3448024909271792,367,Temperature,toto2,0.40600441501387413,0.1507420161541927
1,break,0.3713767772369364,699,Temperature,toto2,0.7372685989137024,0.4962802189268254
1,normal,0.4026020275503617,1245,Temperature,toto2,0.42338319826959353,0.04908359803640394
7,active,0.7632162918454172,360,Temperature,toto2,0.48301342414628595,-0.5801140376054408
7,break,0.5927886312832403,627,Temperature,toto2,0.8347024286562679,0.28982040673161635
7,normal,0.4472459693787056,1327,Temperature,toto2,0.45762312695709223,0.022676208799560116
30,active,0.5660710814328812,397,Temperature,toto2,0.41315699615024837,-0.3701113298515324
30,break,0.5095035240578882,824,Temperature,toto2,0.6814183164568919,0.25228965563017614
30,normal,0.4422880856430706,1122,Temperature,toto2,0.430248761578474,-0.02798223990332316
1,active,0.3622639494001431,367,Temperature,tirex,0.40600441501387413,0.10773396543541602
1,break,0.30416579176651715,699,Temperature,tirex,0.7372685989137024,0.5874423619632282
1,normal,0.319079340737102,1245,Temperature,tirex,0.42338319826959353,0.24635804623043878
7,active,0.6912593710810415,360,Temperature,tirex,0.48301342414628595,-0.43113904608929876
7,break,0.5171185935343054,627,Temperature,tirex,0.8347024286562679,0.38047551345120634
7,normal,0.4223842949900072,1327,Temperature,tirex,0.45762312695709223,0.0770040452312829
30,active,0.5965850478434833,397,Temperature,tirex,0.41315699615024837,-0.44396695058391233
30,break,0.4523622351494466,824,Temperature,tirex,0.6814183164568919,0.3361460585598096
30,normal,0.3891601598567768,1122,Temperature,tirex,0.430248761578474,0.09549963972227016
1,active,0.3567807781073811,367,Temperature,moirai2,0.40600441501387413,0.12123916658593703
1,break,0.3159075219077829,699,Temperature,moirai2,0.7372685989137024,0.5715163749368364
1,normal,0.32509657431915145,1245,Temperature,moirai2,0.42338319826959353,0.2321457827144503
7,active,0.6474700244366427,360,Temperature,moirai2,0.48301342414628595,-0.3404803926123372
7,break,0.5517633582820717,627,Temperature,moirai2,0.8347024286562679,0.3389699857824555
7,normal,0.4317608740891403,1327,Temperature,moirai2,0.45762312695709223,0.056514304772837254
30,active,0.5714275794522827,397,Temperature,moirai2,0.41315699615024837,-0.383076130325233
30,break,0.48308912092640677,824,Temperature,moirai2,0.6814183164568919,0.29105351403190804
30,normal,0.42015670749949197,1122,Temperature,moirai2,0.430248761578474,0.023456323365015352
1,active,0.3633723988622135,367,Temperature,sundial,0.40600441501387413,0.10500382403527264
1,break,0.37051906376091504,699,Temperature,sundial,0.7372685989137024,0.4974435852729374
1,normal,0.35787450885355665,1245,Temperature,sundial,0.42338319826959353,0.15472671018542294
7,active,0.698296177849222,360,Temperature,sundial,0.48301342414628595,-0.4457075992938353
7,break,0.6471343261703622,627,Temperature,sundial,0.8347024286562679,0.22471253951885484
7,normal,0.4422255072326863,1327,Temperature,sundial,0.45762312695709223,0.033646943996887835
30,active,0.6393907454000131,397,Temperature,sundial,0.41315699615024837,-0.5475733228719009
30,break,0.5234386035932138,824,Temperature,sundial,0.6814183164568919,0.2318395456187774
30,normal,0.41380121801712444,1122,Temperature,sundial,0.430248761578474,0.038227985830819655
1,active,0.5683707222865331,302,Humidity,climatology,0.5683707222865331,0.0
1,break,0.6999298597311381,589,Humidity,climatology,0.6999298597311381,0.0
1,normal,0.4632186191165102,991,Humidity,climatology,0.4632186191165102,0.0
7,active,0.5305203450882401,314,Humidity,climatology,0.5305203450882401,0.0
7,break,0.765509103826308,511,Humidity,climatology,0.765509103826308,0.0
7,normal,0.48989885914632675,1079,Humidity,climatology,0.48989885914632675,0.0
30,active,0.5370859526916608,342,Humidity,climatology,0.5370859526916608,0.0
30,break,0.6984208426632303,708,Humidity,climatology,0.6984208426632303,0.0
30,normal,0.4511125806236521,938,Humidity,climatology,0.4511125806236521,0.0
1,active,0.4302029787194962,302,Humidity,NHITS,0.5683707222865331,0.2430944067829417
1,break,0.38631982031539336,589,Humidity,NHITS,0.6999298597311381,0.4480592377302074
1,normal,0.369895602757343,991,Humidity,NHITS,0.4632186191165102,0.20146646207175511
7,active,0.6022774175524622,314,Humidity,NHITS,0.5305203450882401,-0.13525790882211486
7,break,0.6724934943519555,511,Humidity,NHITS,0.765509103826308,0.12150816888972948
7,normal,0.4761806881606419,1079,Humidity,NHITS,0.48989885914632675,0.028002047217642878
30,active,0.6019796130103064,342,Humidity,NHITS,0.5370859526916608,-0.12082546563250163
30,break,0.6408680569449007,708,Humidity,NHITS,0.6984208426632303,0.08240416408374696
30,normal,0.45906909980987926,938,Humidity,NHITS,0.4511125806236521,-0.017637546652384373
1,active,0.4101170286570947,302,Humidity,PatchTST,0.5683707222865331,0.2784339295183784
1,break,0.39816985355004975,589,Humidity,PatchTST,0.6999298597311381,0.43112892239945655
1,normal,0.37572863634138937,991,Humidity,PatchTST,0.4632186191165102,0.18887406327057654
7,active,0.5627952182471194,314,Humidity,PatchTST,0.5305203450882401,-0.06083625907600432
7,break,0.6374493288234979,511,Humidity,PatchTST,0.765509103826308,0.16728706995477682
7,normal,0.4720032668954425,1079,Humidity,PatchTST,0.48989885914632675,0.036529156818344566
30,active,0.5962862053263439,342,Humidity,PatchTST,0.5370859526916608,-0.11022491342027285
30,break,0.6167326521354801,708,Humidity,PatchTST,0.6984208426632303,0.11696127254200406
30,normal,0.4454803068421585,938,Humidity,PatchTST,0.4511125806236521,0.012485295297477883
1,active,0.39835200077303634,302,Humidity,chronos2,0.5683707222865331,0.2991334965839164
1,break,0.39652516332518,589,Humidity,chronos2,0.6999298597311381,0.43347871531370874
1,normal,0.3572167320426177,991,Humidity,chronos2,0.4632186191165102,0.22883770794029878
7,active,0.6064630930141671,314,Humidity,chronos2,0.5305203450882401,-0.1431476636646154
7,break,0.6183739216259979,511,Humidity,chronos2,0.765509103826308,0.19220565956024827
7,normal,0.4611009628152744,1079,Humidity,chronos2,0.48989885914632675,0.05878335046796013
30,active,0.617846274171574,342,Humidity,chronos2,0.5370859526916608,-0.15036759214270012
30,break,0.5481656686085618,708,Humidity,chronos2,0.6984208426632303,0.21513558140921596
30,normal,0.44515364178055894,938,Humidity,chronos2,0.4511125806236521,0.013209427311592803
1,active,0.3955950914178542,302,Humidity,chronos_bolt,0.5683707222865331,0.3039840443814722
1,break,0.3924760970158824,589,Humidity,chronos_bolt,0.6999298597311381,0.43926367541078615
1,normal,0.3634799284494643,991,Humidity,chronos_bolt,0.4632186191165102,0.2153166702523227
7,active,0.6466656374050177,314,Humidity,chronos_bolt,0.5305203450882401,-0.21892712200784592
7,break,0.5954932476599495,511,Humidity,chronos_bolt,0.765509103826308,0.22209514598396551
7,normal,0.4724044906992049,1079,Humidity,chronos_bolt,0.48989885914632675,0.03571016368073732
30,active,0.6730922294266971,342,Humidity,chronos_bolt,0.5370859526916608,-0.25323000174074006
30,break,0.5284072092186611,708,Humidity,chronos_bolt,0.6984208426632303,0.243425772914036
30,normal,0.4564919813679161,938,Humidity,chronos_bolt,0.4511125806236521,-0.01192474112964681
1,active,0.40119980096342317,302,Humidity,timesfm25,0.5683707222865331,0.29412303408343743
1,break,0.37522746534010787,589,Humidity,timesfm25,0.6999298597311381,0.46390704708005626
1,normal,0.3535748374760422,991,Humidity,timesfm25,0.4632186191165102,0.23669985858856435
7,active,0.614887376236889,314,Humidity,timesfm25,0.5305203450882401,-0.1590269476557331
7,break,0.5856849083853323,511,Humidity,timesfm25,0.765509103826308,0.2349079776349431
7,normal,0.4604165279746289,1079,Humidity,timesfm25,0.48989885914632675,0.060180444639271635
30,active,0.6379923987266997,342,Humidity,timesfm25,0.5370859526916608,-0.18787764887414382
30,break,0.5398442778884539,708,Humidity,timesfm25,0.6984208426632303,0.2270501610033423
30,normal,0.4443687240778825,938,Humidity,timesfm25,0.4511125806236521,0.014949386994364877
1,active,0.4203932645944814,302,Humidity,toto2,0.5683707222865331,0.2603537654028768
1,break,0.40292937014972907,589,Humidity,toto2,0.6999298597311381,0.42432893160965424
1,normal,0.4254595520394756,991,Humidity,toto2,0.4632186191165102,0.08151457113069394
7,active,0.7080423866057353,314,Humidity,toto2,0.5305203450882401,-0.33461872510839963
7,break,0.5820590854983319,511,Humidity,toto2,0.765509103826308,0.23964446328727196
7,normal,0.48813060146881365,1079,Humidity,toto2,0.48989885914632675,0.0036094341607456615
30,active,0.7584444571079152,342,Humidity,toto2,0.5370859526916608,-0.4121472611728043
30,break,0.5479478414290406,708,Humidity,toto2,0.6984208426632303,0.2154474666884274
30,normal,0.4985921072783311,938,Humidity,toto2,0.4511125806236521,-0.10524983938386212
1,active,0.39878055063128465,302,Humidity,tirex,0.5683707222865331,0.29837949951572773
1,break,0.38458739754690785,589,Humidity,tirex,0.6999298597311381,0.4505343754092185
1,normal,0.35522050361850166,991,Humidity,tirex,0.4632186191165102,0.23314718157053294
7,active,0.639945510599864,314,Humidity,tirex,0.5305203450882401,-0.20626007376479327
7,break,0.5895211466059814,511,Humidity,tirex,0.765509103826308,0.22989662218342188
7,normal,0.4649664117883846,1079,Humidity,tirex,0.48989885914632675,0.05089305045818682
30,active,0.6502306680944334,342,Humidity,tirex,0.5370859526916608,-0.21066407496926032
30,break,0.5241412927501334,708,Humidity,tirex,0.6984208426632303,0.24953371845051353
30,normal,0.4560497181292611,938,Humidity,tirex,0.4511125806236521,-0.010944357833655438
1,active,0.4119580270954906,302,Humidity,moirai2,0.5683707222865331,0.27519484916781134
1,break,0.3851502048890441,589,Humidity,moirai2,0.6999298597311381,0.44973028435021944
1,normal,0.3567520549525653,991,Humidity,moirai2,0.4632186191165102,0.2298408564988319
7,active,0.6051958442992259,314,Humidity,moirai2,0.5305203450882401,-0.1407589735292154
7,break,0.5895383171629578,511,Humidity,moirai2,0.765509103826308,0.2298741919381242
7,normal,0.4879982996462062,1079,Humidity,moirai2,0.48989885914632675,0.003879493623300867
30,active,0.6457706546917176,342,Humidity,moirai2,0.5370859526916608,-0.20235997879924494
30,break,0.5622400583465891,708,Humidity,moirai2,0.6984208426632303,0.19498384927539447
30,normal,0.47133473863868236,938,Humidity,moirai2,0.4511125806236521,-0.04482729784896189
1,active,0.4500744670719501,302,Humidity,sundial,0.5683707222865331,0.2081322112065903
1,break,0.42101727571415554,589,Humidity,sundial,0.6999298597311381,0.3984864770937482
1,normal,0.38476122087067205,991,Humidity,sundial,0.4632186191165102,0.16937444871166607
7,active,0.6922537044514198,314,Humidity,sundial,0.5305203450882401,-0.3048579773812048
7,break,0.6613505919787143,511,Humidity,sundial,0.765509103826308,0.13606436726483007
7,normal,0.49332186012018775,1079,Humidity,sundial,0.48989885914632675,-0.006987158491909451
30,active,0.7350032816017755,342,Humidity,sundial,0.5370859526916608,-0.368502151132853
30,break,0.5944261172303489,708,Humidity,sundial,0.6984208426632303,0.14889980235459033
30,normal,0.4708536162160819,938,Humidity,sundial,0.4511125806236521,-0.043760773785422424
1,active,0.7217517237844437,348,Sunshine,climatology,0.7217517237844437,0.0
1,break,0.7857181600384091,705,Sunshine,climatology,0.7857181600384091,0.0
1,normal,0.626235672322004,1250,Sunshine,climatology,0.626235672322004,0.0
7,active,0.6685070727234196,328,Sunshine,climatology,0.6685070727234196,0.0
7,break,0.923854087328691,632,Sunshine,climatology,0.923854087328691,0.0
7,normal,0.7007494388713449,1319,Sunshine,climatology,0.7007494388713449,0.0
30,active,0.7201953556831421,345,Sunshine,climatology,0.7201953556831421,0.0
30,break,0.8015798847945406,774,Sunshine,climatology,0.8015798847945406,0.0
30,normal,0.6309296862076682,1047,Sunshine,climatology,0.6309296862076682,0.0
1,active,0.6071535576273337,348,Sunshine,NHITS,0.7217517237844437,0.15877782121007533
1,break,0.6357005146044385,705,Sunshine,NHITS,0.7857181600384091,0.19093060726334377
1,normal,0.6097721272252,1250,Sunshine,NHITS,0.626235672322004,0.026289695436478633
7,active,0.6645162285322812,328,Sunshine,NHITS,0.6685070727234196,0.0059697860411261905
7,break,0.9937168297264541,632,Sunshine,NHITS,0.923854087328691,-0.07562097018996816
7,normal,0.700441056768193,1319,Sunshine,NHITS,0.7007494388713449,0.00044007470580154084
30,active,0.7009927407216614,345,Sunshine,NHITS,0.7201953556831421,0.026663064139404224
30,break,0.8037494091033677,774,Sunshine,NHITS,0.8015798847945406,-0.0027065603191667176
30,normal,0.6441126876855362,1047,Sunshine,NHITS,0.6309296862076682,-0.020894565220265893
1,active,0.5393586182649911,348,Sunshine,PatchTST,0.7217517237844437,0.25270892955141133
1,break,0.6468870954609168,705,Sunshine,PatchTST,0.7857181600384091,0.17669321092273804
1,normal,0.6387362016404341,1250,Sunshine,PatchTST,0.626235672322004,-0.0199613817463955
7,active,0.6396616766953047,328,Sunshine,PatchTST,0.6685070727234196,0.043148976585396626
7,break,0.9574149870429586,632,Sunshine,PatchTST,0.923854087328691,-0.03632705659322055
7,normal,0.6892042288116853,1319,Sunshine,PatchTST,0.7007494388713449,0.016475518094248853
30,active,0.6918368712722552,345,Sunshine,PatchTST,0.7201953556831421,0.03937610009160275
30,break,0.8533398327553355,774,Sunshine,PatchTST,0.8015798847945406,-0.0645724137327397
30,normal,0.6362443085949689,1047,Sunshine,PatchTST,0.6309296862076682,-0.008423478088731784
1,active,0.5075085102047363,348,Sunshine,chronos2,0.7217517237844437,0.29683782735750375
1,break,0.6260964650240627,705,Sunshine,chronos2,0.7857181600384091,0.203153882820455
1,normal,0.6181002238146585,1250,Sunshine,chronos2,0.626235672322004,0.012991033355190806
7,active,0.7176699019802953,328,Sunshine,chronos2,0.6685070727234196,-0.0735412253105896
7,break,0.8902713515970989,632,Sunshine,chronos2,0.923854087328691,0.036350692379027105
7,normal,0.7252482978536319,1319,Sunshine,chronos2,0.7007494388713449,-0.03496093984997817
30,active,0.6988311366402026,345,Sunshine,chronos2,0.7201953556831421,0.02966447766477809
30,break,0.7900433572682931,774,Sunshine,chronos2,0.8015798847945406,0.014392236812684533
30,normal,0.6434866055819957,1047,Sunshine,chronos2,0.6309296862076682,-0.01990224845783284
1,active,0.5883398108707333,348,Sunshine,chronos_bolt,0.7217517237844437,0.18484460586277018
1,break,0.6092242907825999,705,Sunshine,chronos_bolt,0.7857181600384091,0.2246274532424979
1,normal,0.6225444081574942,1250,Sunshine,chronos_bolt,0.626235672322004,0.005894369049311732
7,active,0.9042548221440849,328,Sunshine,chronos_bolt,0.6685070727234196,-0.3526481005806814
7,break,0.811631212102294,632,Sunshine,chronos_bolt,0.923854087328691,0.12147251039489104
7,normal,0.7382382401365829,1319,Sunshine,chronos_bolt,0.7007494388713449,-0.053498153813178906
30,active,0.9271859401240437,345,Sunshine,chronos_bolt,0.7201953556831421,-0.28740894093181213
30,break,0.7486253253684113,774,Sunshine,chronos_bolt,0.8015798847945406,0.06606273489472914
30,normal,0.7195094418195952,1047,Sunshine,chronos_bolt,0.6309296862076682,-0.14039560595785838
1,active,0.52310604388699,348,Sunshine,timesfm25,0.7217517237844437,0.275227163789609
1,break,0.623806804905584,705,Sunshine,timesfm25,0.7857181600384091,0.20606798132922133
1,normal,0.6298380070248936,1250,Sunshine,timesfm25,0.626235672322004,-0.0057523626680873186
7,active,0.7393200504942482,328,Sunshine,timesfm25,0.6685070727234196,-0.10592704349760251
