station,var,n_test,flag_constant_all_pct,flag_constant_test_pct,flag_linear_all_pct,flag_linear_test_pct,flag_offgrid_all_pct,flag_offgrid_test_pct,flag_any_all_pct,flag_any_test_pct
Chandpur,Sunshine,2922,1.0311080041943377,1.5400410677618068,0.16893859955726437,0.0,2.5457299312594666,0.0,3.5477105907025512,1.5400410677618068
Chittagong,Rainfall,2922,0.08257279443720122,0.0,0.6345067362016514,0.0,0.6171229900043459,0.0,0.8909169926119078,0.0
Chittagong,Temperature,2922,0.5736636245110821,0.2737850787132101,2.229465449804433,0.41067761806981523,1.2733594089526294,0.0,3.3811386353759234,0.6844626967830253
Chittagong,Humidity,2922,1.8948283355063018,1.9164955509924708,3.880921338548457,2.772073921971253,1.3646240764884834,0.0,5.993046501521078,4.654346338124572
Chittagong,Sunshine,2922,4.028683181225555,1.163586584531143,3.7201216862233815,0.20533880903490762,11.83833116036506,0.0,14.146023468057367,1.3689253935660506
Chuadanga,Rainfall,2922,0.0,0.0,0.06571021793888951,0.0,0.0,0.0,0.06571021793888951,0.0
Chuadanga,Temperature,2922,0.24093746577592817,0.37645448323066394,0.8104260212463039,0.9240246406570842,0.0,0.0,1.0513634870222321,1.3004791238877482
Chuadanga,Humidity,2922,1.3470594677472347,0.9924709103353867,2.6065053115759502,2.292950034223135,0.0,0.0,3.9535647793231847,3.285420944558522
Chuadanga,Sunshine,2922,0.3285510896944475,0.20533880903490762,0.18617895082685357,0.0,0.0,0.0,0.514730040521301,0.20533880903490762
Comilla,Rainfall,2922,0.04457179242279529,0.0,0.10187838268067495,0.0,0.0,0.0,0.14645017510347022,0.0
Comilla,Temperature,2922,0.2992677491244827,0.0,0.8659662527857371,1.6084873374401096,0.04457179242279529,0.0,1.1652340019102196,1.6084873374401096
Comilla,Humidity,2922,1.6364215218083413,1.8138261464750172,2.527857370264247,0.9924709103353867,0.0,0.0,4.164278892072589,2.8062970568104038
Comilla,Sunshine,2922,0.483922317733206,0.41067761806981523,0.2737981534543139,0.0,2.0566698503661254,0.0,2.706144539955428,0.41067761806981523
Coxsbazar,Rainfall,2922,0.06953498478922208,0.0,0.1303780964797914,0.20533880903490762,0.12603215993046502,0.0,0.24771838331160367,0.20533880903490762
Coxsbazar,Temperature,2922,0.47370708387657545,0.34223134839151265,1.76445023902651,1.9849418206707734,0.5910473707083876,0.0,2.4989135158626685,2.327173169062286
Coxsbazar,Humidity,2922,2.2251195132551067,2.6694045174537986,3.1073446327683616,1.6084873374401096,0.3737505432420687,0.0,5.388961321164711,4.277891854893908
Coxsbazar,Sunshine,2922,2.8292046936114734,1.3004791238877482,1.6818774445893092,0.17111567419575632,2.0903954802259888,0.0,5.4019991308126905,1.4715947980835045
Dhaka,Rainfall,2922,0.0217296827466319,0.0,0.3737505432420687,0.0,0.25206431986093003,0.0,0.39548022598870053,0.0
Dhaka,Temperature,2922,0.2607561929595828,0.17111567419575632,1.7122990004345937,0.37645448323066394,0.9691438504997827,0.0,2.0078226857887875,0.5475701574264202
Dhaka,Humidity,2922,1.2950890916992612,0.37645448323066394,3.2551064754454586,0.8213552361396305,1.0169491525423728,0.0,4.554541503694046,1.1978097193702943
Dhaka,Sunshine,2922,0.5041286397218601,0.7529089664613279,3.389830508474576,0.0,3.4159061277705343,0.0,4.55019556714472,0.7529089664613279
Dinajpur,Rainfall,2922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dinajpur,Temperature,2922,0.12516623640772903,0.17111567419575632,0.9465696628334507,1.1293634496919918,0.0,0.0,1.0717358992411796,1.3004791238877482
Dinajpur,Humidity,2922,1.7992646483611046,1.6084873374401096,2.8788234373777675,2.532511978097194,0.0,0.0,4.678088085738872,4.140999315537304
Dinajpur,Sunshine,2922,0.6571227411405773,0.34223134839151265,0.18774935461159353,0.17111567419575632,0.9387467730579677,0.0,1.7836188688101384,0.5133470225872689
Faridpur,Rainfall,2922,0.035102499297950014,0.0,0.2246559955068801,0.7186858316221766,0.0,0.0,0.2597584948048301,0.7186858316221766
Faridpur,Temperature,2922,0.2246559955068801,0.17111567419575632,0.9547879809042404,1.3689253935660506,0.0,0.0,1.1794439764111204,1.5400410677618068
Faridpur,Humidity,2922,1.8604324627913509,2.6351813826146477,2.9556304408873912,3.0116358658453115,0.0,0.0,4.809042403819152,5.646817248459959
Faridpur,Sunshine,2922,0.4914349901713002,0.0,0.3089019938219601,0.37645448323066394,0.5195169896096602,0.0,1.3198539736029204,0.37645448323066394
Feni,Rainfall,2922,0.04212299915754002,0.0,0.11232799775344005,0.0,0.0,0.0,0.15445099691098005,0.0
Feni,Temperature,2922,0.3650659926986802,0.0,0.9969109800617804,0.5817932922655715,0.18955349620893008,0.0,1.4602639707947207,0.5817932922655715
Feni,Humidity,2922,1.6076944678461107,1.8138261464750172,2.295703454085931,1.5742642026009581,0.0,0.0,3.9033979219320414,3.3880903490759757
Feni,Sunshine,2922,1.3760179724796406,1.5400410677618068,0.16849199663016007,0.0,1.4462229710755405,0.0,2.787138444257231,1.5400410677618068
Hatiya,Rainfall,2922,0.06318449873631002,0.0,0.16849199663016007,0.20533880903490762,0.0,0.0,0.2316764953664701,0.20533880903490762
Hatiya,Temperature,2922,0.37208649255827014,0.17111567419575632,1.1583824768323505,1.266255989048597,0.035102499297950014,0.0,1.5655714686885707,1.4373716632443532
Hatiya,Humidity,2922,2.492277450154451,3.3196440793976727,2.541420949171581,3.798767967145791,0.0,0.0,5.033698399326032,7.1184120465434635
Hatiya,Sunshine,2922,1.3760179724796406,0.8555783709787816,0.4844144903117102,0.3080082135523614,4.415894411682112,0.0,6.128896377422072,1.163586584531143
Ishurdi,Rainfall,2922,0.035102499297950014,0.0,0.035102499297950014,0.0,0.0,0.0,0.07020499859590003,0.0
Ishurdi,Temperature,2922,0.2737994945240101,0.5133470225872689,0.5405784891884302,0.5817932922655715,0.05616399887672002,0.0,0.8705419825891604,1.0951403148528405
Ishurdi,Humidity,2922,1.6498174670036507,1.0266940451745379,1.9797809604043808,2.8747433264887063,0.0,0.0,3.6155574276888514,3.867214236824093
Ishurdi,Sunshine,2922,0.5686604886267902,1.0266940451745379,0.2597584948048301,0.0,1.3689974726200504,0.0,2.1833754563324907,1.0266940451745379
Jessore,Rainfall,2922,0.024890481879729188,0.0,1.2743926722421346,0.0,0.9607726005575468,0.0,1.324173636001593,0.0
Jessore,Temperature,2922,0.05475906013540422,0.0,1.5830346475507766,0.7871321013004791,1.110115491835922,0.0,2.0161290322580645,0.7871321013004791
Jessore,Humidity,2922,1.324173636001593,1.8138261464750172,3.225806451612903,3.1827515400410675,1.2096774193548387,0.0,5.197132616487455,4.996577686516085
Jessore,Sunshine,2922,0.8661887694145758,1.1978097193702943,2.867383512544803,0.7871321013004791,2.772799681401832,0.0,4.2463162086818,1.9849418206707734
Khepupara,Rainfall,2922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khepupara,Temperature,2922,0.30420564301467795,0.5475701574264202,1.1331660202296752,1.676933607118412,0.21294395011027456,0.0,1.6503156133546275,2.2245037645448322
Khepupara,Humidity,2922,1.6959464598068292,1.8822724161533195,2.7150353639060003,3.285420944558522,0.0,0.0,4.41098182371283,5.167693360711842
Khepupara,Sunshine,2922,1.1331660202296752,0.6160164271047228,0.38786219484371437,0.20533880903490762,0.9430374933455017,0.0,2.4640657084188913,0.8213552361396305
Khulna,Rainfall,2922,0.034223134839151265,0.0,0.13689253935660506,0.5133470225872689,0.0,0.0,0.17111567419575632,0.5133470225872689
Khulna,Temperature,2922,0.24640657084188913,0.6160164271047228,0.8487337440109514,0.5817932922655715,0.0,0.0,1.0951403148528405,1.1978097193702943
Khulna,Humidity,2922,1.642710472279261,3.1485284052019162,2.3682409308692676,2.0533880903490758,0.0,0.0,4.010951403148528,5.201916495550993
Khulna,Sunshine,2922,0.9787816563997261,0.37645448323066394,0.2737850787132101,0.34223134839151265,1.5674195756331282,0.0,2.381930184804928,0.7186858316221766
Kutubdia,Rainfall,2922,0.035102499297950014,0.0,0.07722549845549002,0.0,0.0,0.0,0.11232799775344005,0.0
Kutubdia,Temperature,2922,0.33698399326032014,0.17111567419575632,1.2145464757090705,0.8555783709787816,0.0,0.0,1.5515304689693907,1.0266940451745379
Kutubdia,Humidity,2922,2.309744453805111,2.2245037645448322,2.422072451558551,3.3880903490759757,0.0,0.0,4.731816905363662,5.6125941136208075
Kutubdia,Sunshine,2922,4.647570907048582,14.099931553730322,0.39314799213704016,0.0,1.2496489750070205,0.0,6.241224375175512,14.099931553730322
Madaripur,Rainfall,2922,0.0,0.0,0.08424599831508003,0.0,0.0,0.0,0.08424599831508003,0.0
Madaripur,Temperature,2922,0.44229149115417016,0.17111567419575632,1.1092389778152205,0.9240246406570842,0.0,0.0,1.5515304689693907,1.0951403148528405
Madaripur,Humidity,2922,1.6708789665824206,1.4373716632443532,2.513338949733221,2.840520191649555,0.0,0.0,4.1771974164560515,4.277891854893908
Madaripur,Sunshine,2922,0.8143779837124403,0.34223134839151265,0.38612749227745014,0.20533880903490762,1.8674529626509409,0.034223134839151265,2.9345689413086213,0.5817932922655715
Mcourt,Rainfall,2922,0.09828699803426004,0.0,0.12636899747262004,0.20533880903490762,0.0,0.0,0.2246559955068801,0.20533880903490762
Mcourt,Temperature,2922,0.7862959842740803,2.327173169062286,1.6006739679865205,1.6084873374401096,0.19657399606852008,0.0,2.492277450154451,3.9356605065023955
Mcourt,Humidity,2922,1.4953664700926705,1.1978097193702943,3.004773939904521,2.2245037645448322,0.0,0.0,4.493119910137602,3.4223134839151266
Mcourt,Sunshine,2922,0.6739679865206403,0.41067761806981523,0.40718899185622015,0.5475701574264202,1.4602639707947207,0.0,2.450154450996911,0.9582477754962354
Mongla,Rainfall,2922,0.05952380952380953,0.17111567419575632,0.05952380952380953,0.17111567419575632,0.0,0.0,0.11904761904761905,0.34223134839151265
Mongla,Temperature,2922,0.511904761904762,1.0951403148528405,0.7023809523809524,1.0951403148528405,0.0,0.0,1.2142857142857142,2.190280629705681
Mongla,Humidity,2922,1.5238095238095237,1.9507186858316223,3.2857142857142856,2.5667351129363447,0.0,0.0,4.7976190476190474,4.517453798767967
Mongla,Sunshine,2922,1.607142857142857,3.0800821355236137,0.2261904761904762,0.2737850787132101,0.2261904761904762,0.0,2.0595238095238093,3.353867214236824
Mymensingh,Rainfall,2922,0.0,0.0,0.04258943781942078,0.0,0.0,0.0,0.04258943781942078,0.0
Mymensingh,Temperature,2922,0.09126308104161596,0.0,0.9308834266244829,0.6844626967830253,0.0,0.0,1.0221465076660987,0.6844626967830253
Mymensingh,Humidity,2922,1.3689462156242396,1.266255989048597,2.3363348746653685,1.4715947980835045,0.0,0.0,3.693112679484059,2.737850787132101
Mymensingh,Sunshine,2922,0.9430518374300317,1.266255989048597,0.15818934047213434,0.0,1.6853248965685081,0.0,2.707471404234607,1.266255989048597
Patuakhali,Rainfall,2922,0.04212299915754002,0.0,0.07020499859590003,0.0,0.0,0.0,0.11232799775344005,0.0
Patuakhali,Temperature,2922,0.16147149677057007,0.20533880903490762,1.1864644762707104,1.676933607118412,0.0,0.0,1.3479359730412805,1.8822724161533195
Patuakhali,Humidity,2922,2.611625947767481,3.764544832306639,3.2294299354114013,4.004106776180698,0.0,0.0,5.819994383600113,7.768651608487337
Patuakhali,Sunshine,2922,1.7059814658803705,0.9582477754962354,0.1825329963493401,0.0,3.1171019376579614,0.10266940451745381,4.823083403538332,1.0609171800136894
Rajshahi,Rainfall,2922,0.10951569724993918,0.0,0.09734728644439036,0.0,0.0,0.0,0.20686298369432954,0.0
Rajshahi,Temperature,2922,0.2859576539303967,0.23956194387405885,0.9673886590411293,0.9582477754962354,0.06692625943051837,0.0,1.2533463129715259,1.1978097193702943
Rajshahi,Humidity,2922,1.1803358481382331,1.0266940451745379,2.403261134095887,2.190280629705681,0.0,0.0,3.5835969822341203,3.2169746748802193
Rajshahi,Sunshine,2922,0.6570941834996349,0.0,0.37722073497201264,0.17111567419575632,1.4906303236797274,0.0,2.275492820637625,0.17111567419575632
Rangamati,Rainfall,2922,0.04439840165754033,0.0,0.25159094272606186,0.20533880903490762,0.0,0.0,0.2959893443836022,0.20533880903490762
Rangamati,Temperature,2922,0.33298801243155246,0.34223134839151265,0.8953677667603968,0.0,0.2589906763356519,0.0,1.4503477874796507,0.34223134839151265
Rangamati,Humidity,2922,1.8499334023975138,1.7796030116358659,2.3679147550688175,2.3613963039014374,0.0,0.0,4.217848157466332,4.140999315537304
Rangamati,Sunshine,2922,0.8879680331508065,0.9582477754962354,0.266390409945242,0.0,0.821370430664496,0.0,1.9757288737605447,0.9582477754962354
Rangpur,Rainfall,2922,0.0,0.0,0.06692625943051837,0.0,0.0,0.0,0.06692625943051837,0.0
Rangpur,Temperature,2922,0.20077877829155513,0.0,0.9795570698466781,1.0266940451745379,0.2616208323192991,0.0,1.4358724750547578,1.0266940451745379
Rangpur,Humidity,2922,1.4480408858603067,2.190280629705681,2.111219274762716,2.0533880903490758,0.0,0.0,3.553175955220248,4.243668720054758
Rangpur,Sunshine,2922,0.6631783889024093,0.34223134839151265,0.10343149184716477,0.0,1.9773667559016792,0.0,2.7439766366512535,0.34223134839151265
Sandwip,Rainfall,2922,0.11099600414385082,0.0,0.036998668047950274,0.0,0.0,0.0,0.1479946721918011,0.0
Sandwip,Temperature,2922,0.39958561491786293,0.0,1.36155098416457,0.7529089664613279,1.3023531152878496,0.0,2.945093976616842,0.7529089664613279
Sandwip,Humidity,2922,3.078289181589463,2.9089664613278576,3.1596862512949535,4.996577686516085,0.0,0.0,6.237975432884416,7.905544147843943
Sandwip,Sunshine,2922,1.9239307384934141,1.266255989048597,0.3699866804795027,0.0,1.1543584430960485,0.0,3.344679591534705,1.266255989048597
Satkhira,Rainfall,2922,0.034223134839151265,0.0,0.0,0.0,0.0,0.0,0.034223134839151265,0.0
Satkhira,Temperature,2922,0.15742642026009582,0.17111567419575632,1.0061601642710472,1.3004791238877482,0.0,0.0,1.163586584531143,1.4715947980835045
Satkhira,Humidity,2922,1.266255989048597,1.266255989048597,2.6830937713894594,2.9089664613278576,0.0,0.0,3.942505133470226,4.140999315537304
Satkhira,Sunshine,2922,0.6091718001368925,1.1978097193702943,0.2327173169062286,0.20533880903490762,0.8418891170431212,0.0,1.6837782340862424,1.4031485284052019
Sitakunda,Rainfall,2922,0.22719328905976932,0.0,0.0,0.0,0.0,0.0,0.22719328905976932,0.0
Sitakunda,Temperature,2922,0.5242922055225445,0.7871321013004791,0.9320750320400792,1.8822724161533195,0.12816031690551088,0.0,1.4563672375626238,2.6694045174537986
Sitakunda,Humidity,2922,2.493300710707212,3.456536618754278,2.516602586508214,2.6009582477754964,0.0,0.0,4.998252359314924,6.023271731690623
Sitakunda,Sunshine,2922,1.88162647093091,2.6351813826146477,0.25632063381102177,0.9582477754962354,2.8719561924734944,0.0,4.840964697658161,3.5934291581108826
Srimangal,Rainfall,2922,0.0,0.0,0.2017436414727286,0.17111567419575632,0.0,0.0,0.2017436414727286,0.17111567419575632
Srimangal,Temperature,2922,0.14410260105194897,0.0,0.9222566467324735,0.5475701574264202,0.0,0.0,1.0663592477844226,0.5475701574264202
Srimangal,Humidity,2922,1.4626414006772823,1.9849418206707734,2.2191800562000146,2.2245037645448322,0.0,0.0,3.6674111967721017,4.175222450376454
Srimangal,Sunshine,2922,0.7277181353123423,0.6502395619438741,0.21615390157792347,0.34223134839151265,0.7709489156279271,0.0,1.6499747820448158,0.9924709103353867
Sydpur,Rainfall,2922,0.0,0.0,0.05703855806525211,0.0,0.0,0.0,0.05703855806525211,0.0
Sydpur,Temperature,2922,0.11407711613050422,0.17111567419575632,0.6274241387177732,0.7186858316221766,0.0,0.0,0.7415012548482774,0.8898015058179329
Sydpur,Humidity,2922,1.9050878393794206,1.1978097193702943,2.4754734200319413,2.2587268993839835,0.0,0.0,4.380561259411362,3.456536618754278
Sydpur,Sunshine,2922,1.4145562400182523,0.9582477754962354,0.6046087154916724,1.3004791238877482,0.41067761806981523,0.0,2.42984257357974,2.2587268993839835
Sylhet,Rainfall,2922,0.030421555845284658,0.0,0.6562364189482833,0.0,0.7909604519774011,0.0,0.9430682312038243,0.0
Sylhet,Temperature,2922,0.2216427640156454,0.20533880903490762,1.946979574098218,0.34223134839151265,1.4732724902216427,0.0,2.637983485441113,0.5475701574264202
Sylhet,Humidity,2922,1.0343328987396785,1.2320328542094456,3.2898739678400695,2.4982888432580426,1.4906562364189482,0.0,4.437201216862234,3.730321697467488
Sylhet,Sunshine,2922,1.303780964797914,2.121834360027379,2.690134724033029,0.20533880903490762,2.607561929595828,0.0,4.424163407214254,2.327173169062286
Tangail,Rainfall,2922,0.09619653692467071,0.0,0.11839573775344087,0.20533880903490762,0.0,0.0,0.2145922746781116,0.20533880903490762
Tangail,Temperature,2922,0.09619653692467071,0.0,1.0137635045138376,1.0951403148528405,0.30338907799319226,0.0,1.36155098416457,1.0951403148528405
Tangail,Humidity,2922,1.4355483202604706,0.37645448323066394,2.256918750924967,3.8329911019849416,0.07399733609590055,0.0,3.7664644072813376,4.209445585215605
Tangail,Sunshine,2922,0.46618321740417346,0.0,0.25159094272606186,0.0,0.9841645700754773,0.0,1.7019387302057125,0.0
Teknaf,Rainfall,2922,0.04077828265175347,0.0,0.029127344751252476,0.0,0.0,0.0,0.06990562740300593,0.0
Teknaf,Temperature,2922,0.2213678201095188,0.17111567419575632,1.2291739485028546,1.9849418206707734,1.246650355353606,0.0,2.697192123965979,2.1560574948665296
Teknaf,Humidity,2922,1.6020039613188861,2.0533880903490758,2.6913666550157287,5.4072553045859,0.0,0.0,4.287545147384365,7.426420260095824
Teknaf,Sunshine,2922,3.7341255971105674,3.969883641341547,0.4485611091692881,0.0,2.0738669462891766,0.0,6.0177094256087615,3.969883641341547
