contrast,var,lead,model,family,skill_bangladesh,skill_temperate,gap,control_gap_best_trained,DiD_vs_control,skill_temperate_gapmatched,gap_gapmatched,skill_obs,skill_reanalysis,reanalysis_minus_obs,track,best_baseline,best_baseline_CRPSS,best_fm,best_fm_CRPSS,fm_beats_best_baseline
A_equity,Rainfall,1,ttm_r2,FM,-0.3220334094375192,-0.5118580749322574,-0.18982466549473825,-0.0438246068089937,-0.14600005868574456,-0.4770409597654514,-0.15500755032793223,,,,,,,,,
A_equity,Rainfall,1,sundial,FM,-0.0233069617289312,-0.1478267229282297,-0.1245197611992985,-0.0438246068089937,-0.08069515439030481,-0.1576663477566233,-0.1343593860276921,,,,,,,,,
A_equity,Rainfall,7,AutoETS,trained,-0.3831657276911804,-0.2610458604952017,0.12211986719597873,-0.0350480787982066,0.15716794599418532,,,,,,,,,,,
A_equity,Rainfall,7,AutoTheta,trained,-0.3943742875914326,-0.288019367928026,0.1063549196634066,-0.0350480787982066,0.1414029984616132,,,,,,,,,,,
A_equity,Rainfall,7,AutoARIMA,trained,-0.1909929860242423,-0.228360986121989,-0.037368000097746684,-0.0350480787982066,-0.002319921299540083,,,,,,,,,,,
A_equity,Rainfall,7,lightgbm,trained,-0.1155226680140144,-0.3320600296496676,-0.21653736163565318,-0.0350480787982066,-0.18148928283744659,,,,,,,,,,,
A_equity,Rainfall,7,NHITS,trained,0.0089011764730736,-0.026146902325133,-0.0350480787982066,-0.0350480787982066,0.0,,,,,,,,,,,
A_equity,Rainfall,7,DLinear,trained,-0.1257825524498197,-0.2069686254471017,-0.081186072997282,-0.0350480787982066,-0.046137994199075404,,,,,,,,,,,
A_equity,Rainfall,7,PatchTST,trained,-0.0560080990500109,-0.0696192188511446,-0.013611119801133699,-0.0350480787982066,0.021436958997072902,,,,,,,,,,,
A_equity,Rainfall,7,chronos2,FM,0.0170244169062443,-0.0143668092634139,-0.0313912261696582,-0.0350480787982066,0.003656852628548403,-0.0184596128914946,-0.0354840297977389,,,,,,,,,
A_equity,Rainfall,7,chronos_bolt,FM,0.0095317323529285,-0.0159127970139965,-0.025444529366925,-0.0350480787982066,0.0096035494312816,-0.0209707079922365,-0.030502440345165,,,,,,,,,
A_equity,Rainfall,7,timesfm25,FM,0.0005099684349743,-0.0183982089964771,-0.0189081774314514,-0.0350480787982066,0.0161399013667552,-0.026920654598318,-0.0274306230332923,,,,,,,,,
A_equity,Rainfall,7,toto2,FM,-0.0030015807456895,-0.014980212737228,-0.0119786319915385,-0.0350480787982066,0.0230694468066681,-0.0218286517318802,-0.0188270709861907,,,,,,,,,
A_equity,Rainfall,7,tirex,FM,-0.0110225286337606,-0.011072318452864,-4.978981910339943e-05,-0.0350480787982066,0.034998288979103204,-0.0312271061051259,-0.0202045774713653,,,,,,,,,
A_equity,Rainfall,7,moirai2,FM,-0.0015708639228053,-0.0169841296632338,-0.015413265740428499,-0.0350480787982066,0.019634813057778103,-0.0270147637725073,-0.025443899849702,,,,,,,,,
A_equity,Rainfall,7,ttm_r2,FM,-0.4208281411675996,-0.5354562307163353,-0.11462808954873571,-0.0350480787982066,-0.07958001075052912,-0.4891833502091576,-0.06835520904155801,,,,,,,,,
A_equity,Rainfall,7,sundial,FM,-0.1294675658640944,-0.1906998773696888,-0.06123231150559438,-0.0350480787982066,-0.026184232707387782,-0.1965601521606934,-0.06709258629659898,,,,,,,,,
A_equity,Rainfall,30,AutoETS,trained,-0.4911593208094291,-0.3007156561325239,0.1904436646769052,-0.014920345337244702,0.20536401001414992,,,,,,,,,,,
A_equity,Rainfall,30,AutoTheta,trained,-0.4530589133925022,-0.3016775731254835,0.15138134026701872,-0.014920345337244702,0.16630168560426342,,,,,,,,,,,
A_equity,Rainfall,30,AutoARIMA,trained,-0.2360290826556152,-0.2595300056037248,-0.023500922948109598,-0.014920345337244702,-0.008580577610864896,,,,,,,,,,,
A_equity,Rainfall,30,lightgbm,trained,-0.1753556540551901,-0.3664219801479487,-0.1910663260927586,-0.014920345337244702,-0.17614598075551388,,,,,,,,,,,
A_equity,Rainfall,30,NHITS,trained,-0.02208307423544,-0.0370034195726847,-0.014920345337244702,-0.014920345337244702,0.0,,,,,,,,,,,
A_equity,Rainfall,30,DLinear,trained,-0.154949989768421,-0.2254372550893546,-0.0704872653209336,-0.014920345337244702,-0.0555669199836889,,,,,,,,,,,
A_equity,Rainfall,30,PatchTST,trained,-0.0760940166862476,-0.0650843945992101,0.011009622087037499,-0.014920345337244702,0.0259299674242822,,,,,,,,,,,
A_equity,Rainfall,30,chronos2,FM,0.0188663403175427,-0.0133069758518757,-0.0321733161694184,-0.014920345337244702,-0.0172529708321737,-0.0152239911020173,-0.03409033141956,,,,,,,,,
A_equity,Rainfall,30,chronos_bolt,FM,0.0112317987245943,-0.016563273191505,-0.027795071916099298,-0.014920345337244702,-0.012874726578854596,-0.019627001734364,-0.0308588004589583,,,,,,,,,
A_equity,Rainfall,30,timesfm25,FM,-0.0107421226328527,-0.0114990560257008,-0.0007569333928480991,-0.014920345337244702,0.014163411944396603,-0.0194065363908786,-0.008664413758025898,,,,,,,,,
A_equity,Rainfall,30,toto2,FM,-0.0056302753029122,-0.0142207377123826,-0.008590462409470399,-0.014920345337244702,0.006329882927774304,-0.0231104016676237,-0.0174801263647115,,,,,,,,,
A_equity,Rainfall,30,tirex,FM,-0.02282411913135,-0.0090341951102081,0.013789924021141901,-0.014920345337244702,0.0287102693583866,-0.032607159070473,-0.009783039939122998,,,,,,,,,
A_equity,Rainfall,30,moirai2,FM,-0.0280599078075709,-0.0183139384354176,0.009745969372153301,-0.014920345337244702,0.024666314709398004,-0.0268045845753657,0.0012553232322052021,,,,,,,,,
A_equity,Rainfall,30,ttm_r2,FM,-0.4806704127552725,-0.5798484503977968,-0.09917803764252425,-0.014920345337244702,-0.08425769230527955,-0.5192969079635879,-0.03862649520831535,,,,,,,,,
A_equity,Rainfall,30,sundial,FM,-0.1642130534390944,-0.2065606284471279,-0.04234757500803349,-0.014920345337244702,-0.027427229670788787,-0.2157269203430225,-0.05151386690392809,,,,,,,,,
A_equity,Tavg,1,AutoETS,trained,0.2755283015098662,0.3829137161272107,0.10738541461734452,0.11685138753148161,-0.009465972914137089,,,,,,,,,,,
A_equity,Tavg,1,AutoTheta,trained,0.2723339112917438,0.3776051608265002,0.10527124953475642,0.11685138753148161,-0.011580137996725193,,,,,,,,,,,
A_equity,Tavg,1,AutoARIMA,trained,0.3168268004605745,0.4336781879920561,0.11685138753148161,0.11685138753148161,0.0,,,,,,,,,,,
A_equity,Tavg,1,lightgbm,trained,0.1423436939831228,0.3950321903501269,0.2526884963670041,0.11685138753148161,0.13583710883552247,,,,,,,,,,,
A_equity,Tavg,1,NHITS,trained,0.246178573568188,0.4177346481278211,0.17155607455963306,0.11685138753148161,0.054704687028151455,,,,,,,,,,,
A_equity,Tavg,1,DLinear,trained,0.2058245197756518,0.307633173583378,0.10180865380772619,0.11685138753148161,-0.01504273372375542,,,,,,,,,,,
A_equity,Tavg,1,PatchTST,trained,0.2865315188952618,0.4150603895419557,0.12852887064669388,0.11685138753148161,0.011677483115212273,,,,,,,,,,,
A_equity,Tavg,1,chronos2,FM,0.3172072103209949,0.4322905759188999,0.115083365597905,0.11685138753148161,-0.0017680219335766134,0.423807460569504,0.10660025024850911,,,,,,,,,
A_equity,Tavg,1,chronos_bolt,FM,0.3160333889804141,0.4321973788969286,0.1161639899165145,0.11685138753148161,-0.0006873976149671113,0.4198949220407786,0.1038615330603645,,,,,,,,,
A_equity,Tavg,1,timesfm25,FM,0.3269581158495221,0.4349699225443534,0.10801180669483129,0.11685138753148161,-0.008839580836650318,0.4249125531571751,0.09795443730765296,,,,,,,,,
A_equity,Tavg,1,toto2,FM,0.1831209158978551,0.4369083239507322,0.25378740805287714,0.11685138753148161,0.13693602052139553,0.3986743998134631,0.215553483915608,,,,,,,,,
A_equity,Tavg,1,tirex,FM,0.3278457376075872,0.4408410225829234,0.11299528497533623,0.11685138753148161,-0.00385610255614538,0.4277638450579725,0.09991810745038532,,,,,,,,,
A_equity,Tavg,1,moirai2,FM,0.3006617611754369,0.431874078790049,0.1312123176146121,0.11685138753148161,0.014360930083130496,0.404523006828538,0.10386124565310106,,,,,,,,,
A_equity,Tavg,1,ttm_r2,FM,0.0890514823178967,0.1927475235016857,0.103696041183789,0.11685138753148161,-0.013155346347692609,0.1949824721435378,0.10593098982564111,,,,,,,,,
A_equity,Tavg,1,sundial,FM,0.2522220435321366,0.3683621018494614,0.11614005831732477,0.11685138753148161,-0.0007113292141568417,0.3594161555933658,0.1071941120612292,,,,,,,,,
A_equity,Tavg,7,AutoETS,trained,-0.1977570655092957,-0.2323765833886917,-0.03461951787939599,-0.010839739793591596,-0.023779778085804393,,,,,,,,,,,
A_equity,Tavg,7,AutoTheta,trained,-0.2053287540413955,-0.2412476923680044,-0.03591893832660889,-0.010839739793591596,-0.025079198533017294,,,,,,,,,,,
A_equity,Tavg,7,AutoARIMA,trained,0.0643563170155433,0.0572176377254005,-0.007138679290142801,-0.010839739793591596,0.0037010605034487956,,,,,,,,,,,
A_equity,Tavg,7,lightgbm,trained,0.0399517154387896,0.0392325649215874,-0.0007191505172021995,-0.010839739793591596,0.010120589276389397,,,,,,,,,,,
A_equity,Tavg,7,NHITS,trained,-0.016220073534829,0.01137768767897,0.027597761213798998,-0.010839739793591596,0.038437501007390594,,,,,,,,,,,
A_equity,Tavg,7,DLinear,trained,-0.0289847263328955,-0.0680045857835704,-0.03901985945067489,-0.010839739793591596,-0.028180119657083294,,,,,,,,,,,
A_equity,Tavg,7,PatchTST,trained,0.0723386392877099,0.0614988994941183,-0.010839739793591596,-0.010839739793591596,0.0,,,,,,,,,,,
A_equity,Tavg,7,chronos2,FM,0.0660359560769042,0.0756226815037921,0.009586725426887904,-0.010839739793591596,0.0204264652204795,0.0693988826502894,0.0033629265733852026,,,,,,,,,
A_equity,Tavg,7,chronos_bolt,FM,0.0113741240203546,0.0738257761754238,0.0624516521550692,-0.010839739793591596,0.0732913919486608,0.0601875695945491,0.0488134455741945,,,,,,,,,
A_equity,Tavg,7,timesfm25,FM,0.0251868357130646,0.0697074078636073,0.0445205721505427,-0.010839739793591596,0.055360311944134294,0.0388282185079444,0.013641382794879798,,,,,,,,,
A_equity,Tavg,7,toto2,FM,-0.0867993424970372,0.0467847342472108,0.133584076744248,-0.010839739793591596,0.1444238165378396,-0.0110662596217272,0.07573308287531,,,,,,,,,
A_equity,Tavg,7,tirex,FM,0.0262189227606777,0.072503399402262,0.0462844766415843,-0.010839739793591596,0.057124216435175894,0.0443863068548758,0.018167384094198102,,,,,,,,,
A_equity,Tavg,7,moirai2,FM,-0.0539623799961668,0.0631771315338889,0.1171395115300557,-0.010839739793591596,0.1279792513236473,-0.0068601299946755,0.0471022500014913,,,,,,,,,
A_equity,Tavg,7,ttm_r2,FM,-0.3326006760861031,-0.2180780699761297,0.11452260610997342,-0.010839739793591596,0.12536234590356501,-0.2339995730253561,0.09860110306074701,,,,,,,,,
A_equity,Tavg,7,sundial,FM,-0.0453327415484008,-0.0342362710122507,0.0110964705361501,-0.010839739793591596,0.021936210329741697,-0.0462147945292865,-0.0008820529808857003,,,,,,,,,
A_equity,Tavg,30,AutoETS,trained,-0.4426881037649999,-0.7331272180588362,-0.2904391142938363,0.011383250689920799,-0.3018223649837571,,,,,,,,,,,
A_equity,Tavg,30,AutoTheta,trained,-0.4753703929213773,-0.7808803119976147,-0.30550991907623737,0.011383250689920799,-0.31689316976615817,,,,,,,,,,,
A_equity,Tavg,30,AutoARIMA,trained,0.0455591389188598,0.0370389695378218,-0.008520169381038,0.011383250689920799,-0.0199034200709588,,,,,,,,,,,
A_equity,Tavg,30,lightgbm,trained,0.0312775060837376,0.0120603476892241,-0.019217158394513496,0.011383250689920799,-0.030600409084434295,,,,,,,,,,,
A_equity,Tavg,30,NHITS,trained,-0.0472372824596185,-0.0015821660471397,0.045655116412478804,0.011383250689920799,0.034271865722558005,,,,,,,,,,,
A_equity,Tavg,30,DLinear,trained,-0.0642849450746478,-0.0882764196862759,-0.023991474611628108,0.011383250689920799,-0.03537472530154891,,,,,,,,,,,
A_equity,Tavg,30,PatchTST,trained,0.0269507187761706,0.0569423896087806,0.02999167083261,0.011383250689920799,0.0186084201426892,,,,,,,,,,,
A_equity,Tavg,30,chronos2,FM,0.0380048243417813,0.0667750968074771,0.028770272465695808,0.011383250689920799,0.01738702177577501,0.0533575758963672,0.015352751554585903,,,,,,,,,
A_equity,Tavg,30,chronos_bolt,FM,-0.0793727313908694,0.0598325297909244,0.1392052611817938,0.011383250689920799,0.127822010491873,0.0365263951476967,0.1158991265385661,,,,,,,,,
A_equity,Tavg,30,timesfm25,FM,-0.0721451843095488,0.0577795002931689,0.12992468460271772,0.011383250689920799,0.11854143391279692,-0.0140734612028616,0.058071723106687206,,,,,,,,,
A_equity,Tavg,30,toto2,FM,-0.2765582330299039,0.0246907841241785,0.3012490171540824,0.011383250689920799,0.2898657664641616,-0.1454821366649443,0.1310760963649596,,,,,,,,,
A_equity,Tavg,30,tirex,FM,-0.0446010839148225,0.0591922359287709,0.10379331984359341,0.011383250689920799,0.09241006915367261,0.0089394763297402,0.053540560244562704,,,,,,,,,
A_equity,Tavg,30,moirai2,FM,-0.2439075434389854,0.0458473283408168,0.2897548717798022,0.011383250689920799,0.2783716210898814,-0.1301897263095177,0.11371781712946771,,,,,,,,,
A_equity,Tavg,30,ttm_r2,FM,-0.5147603975495876,-0.2393636458725458,0.2753967516770418,0.011383250689920799,0.264013500987121,-0.2711806233241058,0.24357977422548177,,,,,,,,,
A_equity,Tavg,30,sundial,FM,-0.1178078911659521,-0.0510590219160405,0.0667488692499116,0.011383250689920799,0.055365618559990795,-0.0873969241524619,0.030410967013490192,,,,,,,,,
B_obs_vs_reanalysis,Rainfall,1,AutoETS,trained,,,,,,,,-0.3620694654657688,0.0618984993267328,0.4239679647925016,,,,,,
B_obs_vs_reanalysis,Rainfall,1,AutoTheta,trained,,,,,,,,-0.4296757538809046,0.027093460144805,0.45676921402570964,,,,,,
B_obs_vs_reanalysis,Rainfall,1,AutoARIMA,trained,,,,,,,,-0.3274525037936255,0.1312396095695599,0.4586921133631854,,,,,,
B_obs_vs_reanalysis,Rainfall,1,lightgbm,trained,,,,,,,,-0.2714727159844532,0.079667097099057,0.3511398130835102,,,,,,
B_obs_vs_reanalysis,Rainfall,1,NHITS,trained,,,,,,,,0.0174730965840463,0.2702779373445936,0.2528048407605473,,,,,,
B_obs_vs_reanalysis,Rainfall,1,DLinear,trained,,,,,,,,-0.3059848807650085,0.189409242081487,0.49539412284649553,,,,,,
B_obs_vs_reanalysis,Rainfall,1,PatchTST,trained,,,,,,,,-0.0455538883087442,0.2567192500050792,0.3022731383138234,,,,,,
B_obs_vs_reanalysis,Rainfall,1,chronos2,FM,,,,,,,,0.0233106236341311,0.3134543503205427,0.2901437266864116,,,,,,
B_obs_vs_reanalysis,Rainfall,1,chronos_bolt,FM,,,,,,,,0.011806791631322,0.2790731172158373,0.2672663255845153,,,,,,
B_obs_vs_reanalysis,Rainfall,1,timesfm25,FM,,,,,,,,-0.0085795449733969,0.295435358814153,0.3040149037875499,,,,,,
B_obs_vs_reanalysis,Rainfall,1,toto2,FM,,,,,,,,0.0237751572011716,0.3269466016020287,0.3031714444008571,,,,,,
B_obs_vs_reanalysis,Rainfall,1,tirex,FM,,,,,,,,0.0276480688721932,0.3269039044999154,0.29925583562772223,,,,,,
B_obs_vs_reanalysis,Rainfall,1,moirai2,FM,,,,,,,,0.021726800445937,0.3048544075027602,0.2831276070568232,,,,,,
B_obs_vs_reanalysis,Rainfall,1,ttm_r2,FM,,,,,,,,-0.5019050015026041,-0.0180957342533036,0.4838092672493005,,,,,,
B_obs_vs_reanalysis,Rainfall,1,sundial,FM,,,,,,,,-0.1259379947434382,0.262094302411595,0.3880322971550332,,,,,,
B_obs_vs_reanalysis,Rainfall,7,AutoETS,trained,,,,,,,,-0.3798689886659245,-0.3765767230386401,0.0032922656272844075,,,,,,
B_obs_vs_reanalysis,Rainfall,7,AutoTheta,trained,,,,,,,,-0.4093045838994196,-0.3759270535641732,0.033377530335246375,,,,,,
B_obs_vs_reanalysis,Rainfall,7,AutoARIMA,trained,,,,,,,,-0.3065212682496303,-0.1312219637725244,0.17529930447710587,,,,,,
B_obs_vs_reanalysis,Rainfall,7,lightgbm,trained,,,,,,,,-0.2484471289603107,0.0193478673506796,0.2677949963109903,,,,,,
B_obs_vs_reanalysis,Rainfall,7,NHITS,trained,,,,,,,,-0.0222210119107257,0.0696203465574075,0.0918413584681332,,,,,,
B_obs_vs_reanalysis,Rainfall,7,DLinear,trained,,,,,,,,-0.3170504688543725,-0.000660277014066,0.3163901918403065,,,,,,
B_obs_vs_reanalysis,Rainfall,7,PatchTST,trained,,,,,,,,-0.0827337738436779,-0.0160419023179492,0.0666918715257287,,,,,,
B_obs_vs_reanalysis,Rainfall,7,chronos2,FM,,,,,,,,-0.0169724209444879,0.1117163652868192,0.1286887862313071,,,,,,
B_obs_vs_reanalysis,Rainfall,7,chronos_bolt,FM,,,,,,,,-0.0269174069034519,0.0981156454573112,0.12503305236076312,,,,,,
B_obs_vs_reanalysis,Rainfall,7,timesfm25,FM,,,,,,,,-0.0263950739166136,0.0967386140275009,0.1231336879441145,,,,,,
B_obs_vs_reanalysis,Rainfall,7,toto2,FM,,,,,,,,-0.0160654767913392,0.1096274357534626,0.1256929125448018,,,,,,
B_obs_vs_reanalysis,Rainfall,7,tirex,FM,,,,,,,,-0.0143485154341636,0.1126198243735685,0.1269683398077321,,,,,,
B_obs_vs_reanalysis,Rainfall,7,moirai2,FM,,,,,,,,-0.0196729948408833,0.1003790670374263,0.12005206187830961,,,,,,
B_obs_vs_reanalysis,Rainfall,7,ttm_r2,FM,,,,,,,,-0.5554439775506517,-0.2926161788150192,0.26282779873563245,,,,,,
B_obs_vs_reanalysis,Rainfall,7,sundial,FM,,,,,,,,-0.1826496169496461,0.0170664306962766,0.1997160476459227,,,,,,
B_obs_vs_reanalysis,Rainfall,30,AutoETS,trained,,,,,,,,-0.396419923955966,-0.4977758078267102,-0.10135588387074423,,,,,,
B_obs_vs_reanalysis,Rainfall,30,AutoTheta,trained,,,,,,,,-0.3763164511038401,-0.449382143634623,-0.07306569253078288,,,,,,
B_obs_vs_reanalysis,Rainfall,30,AutoARIMA,trained,,,,,,,,-0.3029672540133168,-0.1027508877037599,0.20021636630955691,,,,,,
B_obs_vs_reanalysis,Rainfall,30,lightgbm,trained,,,,,,,,-0.2529376254827953,0.0155039584240262,0.2684415839068215,,,,,,
B_obs_vs_reanalysis,Rainfall,30,NHITS,trained,,,,,,,,-0.0297437292864843,0.0534072239350761,0.0831509532215604,,,,,,
B_obs_vs_reanalysis,Rainfall,30,DLinear,trained,,,,,,,,-0.3113905525313278,0.0215852808035703,0.3329758333348981,,,,,,
B_obs_vs_reanalysis,Rainfall,30,PatchTST,trained,,,,,,,,-0.0701385060398978,0.0180887354588995,0.08822724149879729,,,,,,
B_obs_vs_reanalysis,Rainfall,30,chronos2,FM,,,,,,,,-0.0118523518917323,0.115206235743724,0.1270585876354563,,,,,,
B_obs_vs_reanalysis,Rainfall,30,chronos_bolt,FM,,,,,,,,-0.0101376215108552,0.1002793906954949,0.1104170122063501,,,,,,
B_obs_vs_reanalysis,Rainfall,30,timesfm25,FM,,,,,,,,-0.0131775016710413,0.1028309857003613,0.1160084873714026,,,,,,
B_obs_vs_reanalysis,Rainfall,30,toto2,FM,,,,,,,,-0.0107265199122188,0.1122249918056614,0.1229515117178802,,,,,,
B_obs_vs_reanalysis,Rainfall,30,tirex,FM,,,,,,,,-0.0039770178848468,0.1179752099083925,0.1219522277932393,,,,,,
B_obs_vs_reanalysis,Rainfall,30,moirai2,FM,,,,,,,,-0.0072164098193505,0.085776949754712,0.0929933595740625,,,,,,
B_obs_vs_reanalysis,Rainfall,30,ttm_r2,FM,,,,,,,,-0.5632799788356591,-0.2697883405096533,0.2934916383260058,,,,,,
B_obs_vs_reanalysis,Rainfall,30,sundial,FM,,,,,,,,-0.1633004219027465,0.0466922577972097,0.2099926796999562,,,,,,
B_obs_vs_reanalysis,Temperature,1,AutoETS,trained,,,,,,,,0.3071123670316156,0.5099242527985961,0.2028118857669805,,,,,,
B_obs_vs_reanalysis,Temperature,1,AutoTheta,trained,,,,,,,,0.3009801264717068,0.5040840445451361,0.2031039180734293,,,,,,
B_obs_vs_reanalysis,Temperature,1,AutoARIMA,trained,,,,,,,,0.3472061634291978,0.530333925202819,0.18312776177362117,,,,,,
B_obs_vs_reanalysis,Temperature,1,lightgbm,trained,,,,,,,,0.2611500926277386,0.4248695646380324,0.1637194720102938,,,,,,
B_obs_vs_reanalysis,Temperature,1,NHITS,trained,,,,,,,,0.3286848694811598,0.4776120290942071,0.14892715961304726,,,,,,
B_obs_vs_reanalysis,Temperature,1,DLinear,trained,,,,,,,,0.2305499261232242,0.3909680691094177,0.16041814298619353,,,,,,
B_obs_vs_reanalysis,Temperature,1,PatchTST,trained,,,,,,,,0.3419676084164169,0.5134787509101539,0.17151114249373706,,,,,,
B_obs_vs_reanalysis,Temperature,1,chronos2,FM,,,,,,,,0.3469594960743118,0.5249552325095954,0.1779957364352836,,,,,,
B_obs_vs_reanalysis,Temperature,1,chronos_bolt,FM,,,,,,,,0.3452166524639984,0.5266271582573046,0.18141050579330614,,,,,,
B_obs_vs_reanalysis,Temperature,1,timesfm25,FM,,,,,,,,0.3606579848848157,0.540112337310374,0.1794543524255583,,,,,,
B_obs_vs_reanalysis,Temperature,1,toto2,FM,,,,,,,,0.2965449206191541,0.5420477742068434,0.24550285358768925,,,,,,
B_obs_vs_reanalysis,Temperature,1,tirex,FM,,,,,,,,0.3610840732211403,0.5406967463147416,0.17961267309360135,,,,,,
B_obs_vs_reanalysis,Temperature,1,moirai2,FM,,,,,,,,0.3529655057314957,0.5286871870368585,0.17572168130536275,,,,,,
B_obs_vs_reanalysis,Temperature,1,ttm_r2,FM,,,,,,,,0.102279673955218,0.3654908038898152,0.26321112993459717,,,,,,
B_obs_vs_reanalysis,Temperature,1,sundial,FM,,,,,,,,0.2832920834663763,0.4842306542451569,0.20093857077878058,,,,,,
B_obs_vs_reanalysis,Temperature,7,AutoETS,trained,,,,,,,,-0.2344896080968521,-0.0765078527179523,0.1579817553788998,,,,,,
B_obs_vs_reanalysis,Temperature,7,AutoTheta,trained,,,,,,,,-0.2459369712343437,-0.0847794787810833,0.1611574924532604,,,,,,
B_obs_vs_reanalysis,Temperature,7,AutoARIMA,trained,,,,,,,,0.0575674306165642,0.0995357719933237,0.0419683413767595,,,,,,
B_obs_vs_reanalysis,Temperature,7,lightgbm,trained,,,,,,,,0.0420557803347169,0.1016844975905163,0.0596287172557994,,,,,,
B_obs_vs_reanalysis,Temperature,7,NHITS,trained,,,,,,,,-0.0194615121003902,-0.0557152633755242,-0.036253751275134,,,,,,
B_obs_vs_reanalysis,Temperature,7,DLinear,trained,,,,,,,,-0.0654911253203875,0.0193917213105516,0.0848828466309391,,,,,,
B_obs_vs_reanalysis,Temperature,7,PatchTST,trained,,,,,,,,0.0646566341634992,0.1035268810114752,0.03887024684797599,,,,,,
B_obs_vs_reanalysis,Temperature,7,chronos2,FM,,,,,,,,0.0566954811217605,0.1533107526705641,0.09661527154880359,,,,,,
B_obs_vs_reanalysis,Temperature,7,chronos_bolt,FM,,,,,,,,0.0226585055889948,0.0998956498767144,0.0772371442877196,,,,,,
B_obs_vs_reanalysis,Temperature,7,timesfm25,FM,,,,,,,,0.0568421703404953,0.1455342444385362,0.08869207409804089,,,,,,
B_obs_vs_reanalysis,Temperature,7,toto2,FM,,,,,,,,-0.0233883191236972,0.1307012445458959,0.15408956366959312,,,,,,
B_obs_vs_reanalysis,Temperature,7,tirex,FM,,,,,,,,0.0448029593092014,0.1309689664376111,0.08616600712840972,,,,,,
B_obs_vs_reanalysis,Temperature,7,moirai2,FM,,,,,,,,0.0261889416389723,0.0981505185637723,0.0719615769248,,,,,,
B_obs_vs_reanalysis,Temperature,7,ttm_r2,FM,,,,,,,,-0.3471659011950816,-0.2750827786523993,0.07208312254268234,,,,,,
B_obs_vs_reanalysis,Temperature,7,sundial,FM,,,,,,,,-0.0413917061883775,0.061083511033519,0.10247521722189651,,,,,,
B_obs_vs_reanalysis,Temperature,30,AutoETS,trained,,,,,,,,-0.6650766856983339,-0.5383169950122151,0.1267596906861188,,,,,,
B_obs_vs_reanalysis,Temperature,30,AutoTheta,trained,,,,,,,,-0.7119549862910171,-0.5717627528305962,0.14019223346042087,,,,,,
B_obs_vs_reanalysis,Temperature,30,AutoARIMA,trained,,,,,,,,0.0230375633528541,-0.051406867517004,-0.0744444308698581,,,,,,
B_obs_vs_reanalysis,Temperature,30,lightgbm,trained,,,,,,,,0.0142579046393686,0.0213806375537376,0.007122732914368999,,,,,,
B_obs_vs_reanalysis,Temperature,30,NHITS,trained,,,,,,,,-0.0376218189809798,-0.113381344288693,-0.0757595253077132,,,,,,
