track,var,id,n_origins,C0 none,C1 last365>=90%,C2 last512 complete,C3 last1024>=90%,C4 last2048>=90%
bmd,Humidity,Dhaka,414,384,384,63,384,384
bmd,Humidity,Dinajpur,414,323,323,0,323,323
bmd,Humidity,Faridpur,414,307,268,0,307,307
bmd,Humidity,Feni,414,331,331,0,331,331
bmd,Humidity,Hatiya,414,274,242,0,257,274
bmd,Humidity,Ishurdi,414,323,323,0,323,323
bmd,Humidity,Jessore,414,306,296,0,306,306
bmd,Humidity,Khepupara,414,300,292,0,300,300
bmd,Humidity,Khulna,414,311,297,0,311,311
bmd,Humidity,Kutubdia,414,286,263,0,286,286
bmd,Humidity,Madaripur,414,312,293,0,312,312
bmd,Humidity,Mcourt,414,330,330,52,330,330
bmd,Humidity,Mongla,414,317,317,0,317,317
bmd,Humidity,Mymensingh,414,346,346,56,346,346
bmd,Humidity,Patuakhali,414,255,197,0,223,255
bmd,Humidity,Rajshahi,414,344,344,11,344,344
bmd,Humidity,Rangamati,414,323,293,0,323,323
bmd,Humidity,Rangpur,414,313,313,0,313,313
bmd,Humidity,Sandwip,414,277,200,0,271,277
bmd,Humidity,Satkhira,414,322,293,0,322,322
bmd,Humidity,Sitakunda,414,304,244,0,304,304
bmd,Humidity,Srimangal,414,326,326,0,326,326
bmd,Humidity,Sydpur,414,335,325,0,335,335
bmd,Humidity,Sylhet,414,321,321,0,321,321
bmd,Humidity,Tangail,414,318,318,0,318,318
bmd,Humidity,Teknaf,414,252,200,0,243,252
bmd,Sunshine,Ambaganctg,414,339,290,60,302,339
bmd,Sunshine,Barisal,414,406,406,273,406,406
bmd,Sunshine,Bhola,414,390,390,97,390,390
bmd,Sunshine,Bogra,414,384,384,235,384,384
bmd,Sunshine,Chandpur,414,383,383,69,383,383
bmd,Sunshine,Chittagong,414,382,382,144,382,382
bmd,Sunshine,Chuadanga,414,410,410,337,410,410
bmd,Sunshine,Comilla,414,403,403,198,403,403
bmd,Sunshine,Coxsbazar,414,377,377,49,377,377
bmd,Sunshine,Dhaka,414,398,398,192,398,398
bmd,Sunshine,Dinajpur,414,401,401,281,401,401
bmd,Sunshine,Faridpur,414,405,405,187,405,405
bmd,Sunshine,Feni,414,374,374,62,374,374
bmd,Sunshine,Hatiya,414,384,384,67,384,384
bmd,Sunshine,Ishurdi,414,398,398,128,398,398
bmd,Sunshine,Jessore,414,371,371,42,371,371
bmd,Sunshine,Khepupara,414,393,393,125,393,393
bmd,Sunshine,Khulna,414,394,394,104,394,394
bmd,Sunshine,Kutubdia,414,328,281,27,208,139
bmd,Sunshine,Madaripur,414,394,394,118,394,394
bmd,Sunshine,Mcourt,414,390,390,159,390,390
bmd,Sunshine,Mongla,414,369,303,98,369,369
bmd,Sunshine,Mymensingh,414,401,401,255,401,401
bmd,Sunshine,Patuakhali,414,381,381,177,381,381
bmd,Sunshine,Rajshahi,414,409,409,336,409,409
bmd,Sunshine,Rangamati,414,389,389,211,389,389
bmd,Sunshine,Rangpur,414,405,405,187,405,405
bmd,Sunshine,Sandwip,414,387,387,123,387,387
bmd,Sunshine,Satkhira,414,379,379,20,379,379
bmd,Sunshine,Sitakunda,414,369,326,99,369,369
bmd,Sunshine,Srimangal,414,389,389,120,389,389
bmd,Sunshine,Sydpur,414,365,365,19,365,365
bmd,Sunshine,Sylhet,414,364,364,25,364,364
bmd,Sunshine,Tangail,414,414,414,380,414,414
bmd,Sunshine,Teknaf,414,329,329,0,329,329
ghcn_bangladesh,Rainfall,BGM00041859,414,118,0,0,0,0
ghcn_bangladesh,Tavg,BGM00041859,414,123,12,0,0,0
ghcn_bangladesh,Rainfall,BGM00041883,414,91,0,0,0,0
ghcn_bangladesh,Tavg,BGM00041883,414,126,11,0,0,0
ghcn_bangladesh,Rainfall,BGM00041891,414,120,0,0,0,0
ghcn_bangladesh,Tavg,BGM00041891,414,126,17,0,0,0
ghcn_bangladesh,Rainfall,BGM00041907,414,112,0,0,0,0
ghcn_bangladesh,Tavg,BGM00041907,414,117,11,0,0,0
ghcn_bangladesh,Rainfall,BGM00041923,414,109,3,0,0,0
ghcn_bangladesh,Tavg,BGM00041923,414,125,19,0,0,0
ghcn_bangladesh,Rainfall,BGM00041936,414,108,1,0,0,0
ghcn_bangladesh,Tavg,BGM00041936,414,122,15,0,0,0
ghcn_bangladesh,Rainfall,BGM00041943,414,120,1,0,0,0
ghcn_bangladesh,Tavg,BGM00041943,414,120,15,0,0,0
ghcn_bangladesh,Rainfall,BGM00041950,414,94,0,0,0,0
ghcn_bangladesh,Tavg,BGM00041950,414,117,12,0,0,0
ghcn_bangladesh,Rainfall,BGM00041978,414,163,81,0,81,81
ghcn_bangladesh,Tavg,BGM00041978,414,379,379,71,379,379
ghcn_bangladesh,Rainfall,BGM00041992,414,119,0,0,0,0
ghcn_bangladesh,Tavg,BGM00041992,414,123,16,0,0,0
ghcn_temperate,Rainfall,BUM00015502,414,368,368,82,368,368
ghcn_temperate,Tavg,BUM00015502,414,399,399,218,399,399
ghcn_temperate,Rainfall,BUM00015552,414,357,357,10,357,357
ghcn_temperate,Tavg,BUM00015552,414,408,408,335,408,408
ghcn_temperate,Rainfall,BUM00015614,414,364,364,107,364,364
ghcn_temperate,Tavg,BUM00015614,414,408,408,335,408,408
ghcn_temperate,Rainfall,BUM00015730,414,351,351,40,351,351
ghcn_temperate,Tavg,BUM00015730,414,399,399,218,399,399
ghcn_temperate,Rainfall,DAM00006030,414,161,150,0,142,161
ghcn_temperate,Tavg,DAM00006030,414,408,408,335,408,408
ghcn_temperate,Rainfall,EIM00003962,414,240,184,0,146,113
ghcn_temperate,Tavg,EIM00003962,414,409,409,336,409,409
ghcn_temperate,Rainfall,EIM00003976,414,183,160,0,158,183
ghcn_temperate,Tavg,EIM00003976,414,400,400,198,400,400
ghcn_temperate,Rainfall,EZM00011406,414,307,307,0,307,307
ghcn_temperate,Tavg,EZM00011406,414,405,405,259,405,405
ghcn_temperate,Rainfall,EZM00011487,414,258,258,27,258,258
ghcn_temperate,Tavg,EZM00011487,414,405,405,259,405,405
ghcn_temperate,Rainfall,EZM00011518,414,271,271,0,271,271
ghcn_temperate,Tavg,EZM00011518,414,409,409,336,409,409
ghcn_temperate,Rainfall,EZM00011520,414,322,322,8,322,322
ghcn_temperate,Tavg,EZM00011520,414,405,405,259,405,405
ghcn_temperate,Rainfall,EZM00011603,414,302,302,0,302,302
ghcn_temperate,Tavg,EZM00011603,414,405,405,259,405,405
ghcn_temperate,Rainfall,FRM00007005,414,343,343,0,343,343
ghcn_temperate,Tavg,FRM00007005,414,390,390,183,390,390
ghcn_temperate,Rainfall,FRM00007015,414,340,340,0,340,340
ghcn_temperate,Tavg,FRM00007015,414,403,403,316,403,403
ghcn_temperate,Rainfall,FRM00007027,414,369,369,14,369,369
ghcn_temperate,Tavg,FRM00007027,414,408,408,335,408,408
ghcn_temperate,Rainfall,FRM00007037,414,354,354,64,354,354
ghcn_temperate,Tavg,FRM00007037,414,400,400,201,400,400
ghcn_temperate,Rainfall,FRM00007110,414,355,355,34,355,355
ghcn_temperate,Tavg,FRM00007110,414,399,399,219,399,399
ghcn_temperate,Rainfall,GIM00008495,414,176,153,0,176,176
ghcn_temperate,Tavg,GIM00008495,414,404,404,258,404,404
ghcn_temperate,Rainfall,GMM00010870,414,409,409,395,409,409
ghcn_temperate,Tavg,GMM00010870,414,408,408,335,408,408
ghcn_temperate,Rainfall,GRM00016622,414,352,352,19,352,352
ghcn_temperate,Tavg,GRM00016622,414,408,408,335,408,408
ghcn_temperate,Rainfall,HUM00012772,414,149,121,0,52,21
ghcn_temperate,Tavg,HUM00012772,414,404,404,258,404,404
ghcn_temperate,Rainfall,ITM00016061,414,267,267,0,267,267
ghcn_temperate,Tavg,ITM00016061,414,396,396,246,396,396
ghcn_temperate,Rainfall,LOM00011826,414,292,292,24,292,292
ghcn_temperate,Tavg,LOM00011826,414,404,404,258,404,404
ghcn_temperate,Rainfall,NLM00006260,414,414,414,414,414,414
ghcn_temperate,Tavg,NLM00006260,414,404,404,216,404,404
ghcn_temperate,Rainfall,ROM00015085,414,262,262,0,210,89
ghcn_temperate,Tavg,ROM00015085,414,405,405,201,350,222
ghcn_temperate,Rainfall,ROM00015280,414,406,406,282,406,406
ghcn_temperate,Tavg,ROM00015280,414,409,409,336,409,409
ghcn_temperate,Rainfall,ROM00015360,414,414,414,414,414,414
ghcn_temperate,Tavg,ROM00015360,414,409,409,336,409,409
ghcn_temperate,Rainfall,RSM00025927,414,189,181,50,189,189
ghcn_temperate,Tavg,RSM00025927,414,394,394,149,394,394
ghcn_temperate,Rainfall,RSM00026063,414,358,358,185,358,358
ghcn_temperate,Tavg,RSM00026063,414,408,408,335,408,408
ghcn_temperate,Rainfall,RSM00026359,414,363,363,98,363,363
ghcn_temperate,Tavg,RSM00026359,414,404,404,258,404,404
ghcn_temperate,Rainfall,RSM00026997,414,376,376,192,376,376
ghcn_temperate,Tavg,RSM00026997,414,404,404,258,404,404
ghcn_temperate,Rainfall,RSM00027037,414,183,179,179,181,181
ghcn_temperate,Tavg,RSM00027037,414,397,397,241,397,397
nasa_bmd_bangladesh,PRECTOTCORR,Ambaganctg,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Ambaganctg,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Barisal,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Barisal,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Bhola,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Bhola,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Bogra,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Bogra,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Chandpur,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Chandpur,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Chittagong,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Chittagong,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Chuadanga,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Chuadanga,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Comilla,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Comilla,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Coxsbazar,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Coxsbazar,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Dhaka,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Dhaka,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Dinajpur,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Dinajpur,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Faridpur,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Faridpur,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Feni,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Feni,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Hatiya,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Hatiya,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Ishurdi,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Ishurdi,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Jessore,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Jessore,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Khepupara,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Khepupara,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Khulna,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Khulna,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Kutubdia,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Kutubdia,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Madaripur,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Madaripur,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Mcourt,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Mcourt,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Mongla,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Mongla,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Mymensingh,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Mymensingh,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Patuakhali,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Patuakhali,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Rajshahi,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Rajshahi,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Rangamati,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Rangamati,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Rangpur,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Rangpur,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Sandwip,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Sandwip,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Satkhira,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Satkhira,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Sitakunda,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Sitakunda,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Srimangal,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Srimangal,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Sydpur,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Sydpur,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Sylhet,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Sylhet,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Tangail,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Tangail,414,414,414,414,414,414
nasa_bmd_bangladesh,PRECTOTCORR,Teknaf,414,414,414,414,414,414
nasa_bmd_bangladesh,T2M,Teknaf,414,414,414,414,414,414
nasa_ghcn_bangladesh,PRECTOTCORR,BGM00041859,414,414,414,414,414,414
nasa_ghcn_bangladesh,T2M,BGM00041859,414,414,414,414,414,414
nasa_ghcn_bangladesh,PRECTOTCORR,BGM00041883,414,414,414,414,414,414
nasa_ghcn_bangladesh,T2M,BGM00041883,414,414,414,414,414,414
nasa_ghcn_bangladesh,PRECTOTCORR,BGM00041891,414,414,414,414,414,414
nasa_ghcn_bangladesh,T2M,BGM00041891,414,414,414,414,414,414
nasa_ghcn_bangladesh,PRECTOTCORR,BGM00041907,414,414,414,414,414,414
nasa_ghcn_bangladesh,T2M,BGM00041907,414,414,414,414,414,414
nasa_ghcn_bangladesh,PRECTOTCORR,BGM00041923,414,414,414,414,414,414
nasa_ghcn_bangladesh,T2M,BGM00041923,414,414,414,414,414,414
nasa_ghcn_bangladesh,PRECTOTCORR,BGM00041936,414,414,414,414,414,414
nasa_ghcn_bangladesh,T2M,BGM00041936,414,414,414,414,414,414
nasa_ghcn_bangladesh,PRECTOTCORR,BGM00041943,414,414,414,414,414,414
nasa_ghcn_bangladesh,T2M,BGM00041943,414,414,414,414,414,414
nasa_ghcn_bangladesh,PRECTOTCORR,BGM00041950,414,414,414,414,414,414
nasa_ghcn_bangladesh,T2M,BGM00041950,414,414,414,414,414,414
nasa_ghcn_bangladesh,PRECTOTCORR,BGM00041978,414,414,414,414,414,414
nasa_ghcn_bangladesh,T2M,BGM00041978,414,414,414,414,414,414
nasa_ghcn_bangladesh,PRECTOTCORR,BGM00041992,414,414,414,414,414,414
nasa_ghcn_bangladesh,T2M,BGM00041992,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,BUM00015502,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,BUM00015502,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,BUM00015552,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,BUM00015552,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,BUM00015614,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,BUM00015614,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,BUM00015730,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,BUM00015730,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,DAM00006030,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,DAM00006030,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,EIM00003962,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,EIM00003962,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,EIM00003976,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,EIM00003976,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,EZM00011406,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,EZM00011406,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,EZM00011487,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,EZM00011487,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,EZM00011518,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,EZM00011518,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,EZM00011520,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,EZM00011520,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,EZM00011603,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,EZM00011603,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,FRM00007005,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,FRM00007005,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,FRM00007015,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,FRM00007015,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,FRM00007027,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,FRM00007027,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,FRM00007037,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,FRM00007037,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,FRM00007110,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,FRM00007110,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,GIM00008495,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,GIM00008495,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,GMM00010870,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,GMM00010870,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,GRM00016622,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,GRM00016622,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,HUM00012772,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,HUM00012772,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,ITM00016061,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,ITM00016061,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,LOM00011826,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,LOM00011826,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,NLM00006260,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,NLM00006260,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,ROM00015085,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,ROM00015085,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,ROM00015280,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,ROM00015280,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,ROM00015360,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,ROM00015360,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,RSM00025927,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,RSM00025927,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,RSM00026063,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,RSM00026063,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,RSM00026359,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,RSM00026359,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,RSM00026997,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,RSM00026997,414,414,414,414,414,414
nasa_ghcn_temperate,PRECTOTCORR,RSM00027037,414,414,414,414,414,414
nasa_ghcn_temperate,T2M,RSM00027037,414,414,414,414,414,414
