track,var,lead,MASE,sCRPS,RMSE,coverage80,n_windows,model,n_models_compared,skill_MAE_vs_clim,CRPSS_vs_clim
bmd,Rainfall,14,0.6332089695556745,0.5426611101480542,18.278411236031694,0.8141826255897863,14412,chronos2,18,-0.009031169653132665,-0.01339563108453512
bmd,Rainfall,30,0.6321307883951788,0.5561314614360681,18.751718082050942,0.8063419372744934,14412,chronos2,18,-0.009383177455367209,-0.011852351891732393
bmd,Rainfall,1,0.5783499645387827,0.5016951014996698,17.671924414096402,0.8652511795725784,14412,chronos_bolt,18,0.015108533755924913,0.011806791631322033
bmd,Rainfall,3,0.6015264158936219,0.5217389320635756,18.25585692384475,0.8279211767971135,14412,chronos_bolt,18,-0.011172003597301527,-0.007850468200439886
bmd,Rainfall,7,0.6339519943693206,0.5490344401596228,18.570809042259047,0.8176519567027477,14412,chronos_bolt,18,-0.011927824150123278,-0.0269174069034519
bmd,Rainfall,14,0.6345135933902404,0.5471981384055912,18.608388356659358,0.8209131279489315,14412,chronos_bolt,18,-0.011110113851716896,-0.02186833076452621
bmd,Rainfall,30,0.6324656994675482,0.555189016116943,19.02437396262223,0.7873300027754649,14412,chronos_bolt,18,-0.009917961725646629,-0.010137621510855288
bmd,Rainfall,1,0.5872220283767353,0.5076892830784321,16.969260135835228,0.9270052733832918,14412,climatology,18,0.0,0.0
bmd,Rainfall,3,0.5948804098152022,0.5176749413979662,17.020377147760076,0.923744102137108,14412,climatology,18,0.0,0.0
bmd,Rainfall,7,0.626479457565811,0.5346432307688417,16.82915860255728,0.921038023868998,14412,climatology,18,0.0,0.0
bmd,Rainfall,14,0.6275415354843282,0.5354879116335826,16.847903109192316,0.9209686372467388,14412,climatology,18,0.0,0.0
bmd,Rainfall,30,0.6262545309985913,0.5496172049176339,17.69198904309002,0.9204829308909243,14412,climatology,18,0.0,0.0
bmd,Rainfall,1,0.7988306225711618,0.6455130716319339,16.789468939172444,0.7597141271162919,14412,lightgbm,18,-0.3603553408569813,-0.2714727159844532
bmd,Rainfall,3,0.8117417686785556,0.6540343063256541,17.022458969426314,0.7686650013877324,14412,lightgbm,18,-0.3645461428637746,-0.2634073122400966
bmd,Rainfall,7,0.8182475537439214,0.6674738064714253,16.809673513896893,0.7557590896475159,14412,lightgbm,18,-0.306104364416395,-0.24844712896031074
bmd,Rainfall,14,0.8193145771001962,0.6681928355621797,16.827400179050027,0.7442409103524841,14412,lightgbm,18,-0.30559418105744984,-0.24782057829048232
bmd,Rainfall,30,0.8473124590740808,0.6886360756539911,17.697900686201727,0.7525673050235915,14412,lightgbm,18,-0.3529841576124051,-0.2529376254827953
bmd,Rainfall,1,0.5780258951142654,0.4966588193364462,17.372675323208068,0.7765750763252844,14412,moirai2,18,0.01566040239990807,0.021726800445937
bmd,Rainfall,3,0.600795703416064,0.5207068257150744,18.31041554103723,0.790105467665834,14412,moirai2,18,-0.009943668514314385,-0.0058567337814743325
bmd,Rainfall,7,0.6311083692100877,0.5451612642894703,18.39802649410883,0.6773522064945878,14412,moirai2,18,-0.007388768439850146,-0.019672994840883362
bmd,Rainfall,14,0.6333124450592761,0.544701819609582,18.490277316098492,0.7082292533999445,14412,moirai2,18,-0.009196059939672319,-0.017206565780151895
bmd,Rainfall,30,0.6305302119685254,0.5535834679120855,18.975802158912945,0.7279350541215653,14412,moirai2,18,-0.0068273852855265105,-0.007216409819350567
bmd,Rainfall,1,0.818000298632718,0.7745852141509839,20.701372803995994,0.8077296697196781,14412,naive,18,-0.39300002231511244,-0.5257072385971944
bmd,Rainfall,3,0.9192193317099377,0.859380861837528,22.626395835607035,0.8098806550097142,14412,naive,18,-0.5452170159637473,-0.6600781554478856
bmd,Rainfall,7,1.0027380456184627,0.9330096954765615,24.25306462061104,0.7998889814043852,14412,naive,18,-0.6005920601365067,-0.745107095314478
bmd,Rainfall,14,0.9948745517603008,0.9252260007351373,23.937930016558607,0.8017624202053844,14412,naive,18,-0.5853525153398329,-0.7278186503082822
bmd,Rainfall,30,1.0043118959369566,0.9335063646847814,24.3570771621375,0.804052178739939,14412,naive,18,-0.6036800473691355,-0.6984664168667674
bmd,Rainfall,1,0.9593209469958166,0.8987380235127208,24.36841862890019,0.8106439078545656,14412,seasonal_naive,18,-0.6336596732375293,-0.7702521078702311
bmd,Rainfall,3,0.9816654248837255,0.9187209817814481,24.480672351466225,0.8059950041631974,14412,seasonal_naive,18,-0.6501895316886919,-0.7747063037288779
bmd,Rainfall,7,0.9640561890846647,0.9007052420804225,23.875898134610523,0.8005134610047183,14412,seasonal_naive,18,-0.5388472478100235,-0.6846846462175658
bmd,Rainfall,14,0.9636024690918483,0.9002270036042925,23.87340744560244,0.8005828476269775,14412,seasonal_naive,18,-0.5355198255493203,-0.6811341284213515
bmd,Rainfall,30,0.9790076144433184,0.9188130970644973,24.72726435925957,0.8105051346100471,14412,seasonal_naive,18,-0.5632743013966641,-0.6717327784565832
bmd,Rainfall,1,0.6412098875103067,0.5716266533420636,16.373812397850866,0.24091035248404108,14412,sundial,18,-0.09193772802224509,-0.12593799474343825
bmd,Rainfall,3,0.67780183753391,0.607463355243484,16.99473454872974,0.18498473494310297,14412,sundial,18,-0.13939176068088566,-0.17344554790125022
bmd,Rainfall,7,0.7053404315724383,0.6322956120734918,16.937868934131817,0.191368304190952,14412,sundial,18,-0.12587958480401262,-0.1826496169496461
bmd,Rainfall,14,0.7048326158835264,0.6284735633620255,16.930696045524787,0.2611018595614765,14412,sundial,18,-0.12316488396189729,-0.1736465935239826
bmd,Rainfall,30,0.7157599921938738,0.6393699263656918,17.646382565619827,0.42131557035803496,14412,sundial,18,-0.1429218580703311,-0.16330042190274652
bmd,Rainfall,1,0.5884468115625603,0.5120450261151152,16.539933796319254,0.8518595614765473,14412,timesfm25,18,-0.0020857241837650697,-0.008579544973396969
bmd,Rainfall,3,0.6055896300664244,0.5267835780199693,17.115257735917464,0.8373577574243686,14412,timesfm25,18,-0.018002307816034957,-0.01759528208455574
bmd,Rainfall,7,0.6328704889121306,0.5487551783640024,17.064244618212214,0.8708714959755759,14412,timesfm25,18,-0.010201501851556216,-0.026395073916613665
bmd,Rainfall,14,0.6344906565122026,0.5492483384583527,17.078384421060736,0.7948237579794616,14412,timesfm25,18,-0.01107356347737376,-0.02569698871967452
bmd,Rainfall,30,0.6323433960031006,0.5568597865538691,17.715501185475453,0.86150430197058,14412,timesfm25,18,-0.009722668185410788,-0.01317750167104137
bmd,Rainfall,1,0.5785167134797479,0.49365265481420517,17.262567588362657,0.7760199833472107,14412,tirex,18,0.014824571416456656,0.027648068872193288
bmd,Rainfall,3,0.5999286378362078,0.5182170254585007,18.292743529363687,0.8217457674160422,14412,tirex,18,-0.008486122483969183,-0.0010471514403818105
bmd,Rainfall,7,0.631921402536242,0.5423145674172994,18.375912571850044,0.7994032750485707,14412,tirex,18,-0.008686549741911076,-0.0143485154341636
bmd,Rainfall,14,0.6337053110684749,0.5419045432013728,18.412820414377823,0.7983624757146822,14412,tirex,18,-0.009822099790398164,-0.011982775760923214
bmd,Rainfall,30,0.6304477520615238,0.5518030423714109,18.908891160826055,0.810435747987788,14412,tirex,18,-0.006695713731996955,-0.003977017884846834
bmd,Rainfall,1,0.582133348890315,0.49561889056389224,17.21324572840627,0.8694143769081321,14412,toto2,18,0.008665682213058412,0.023775157201171626
bmd,Rainfall,3,0.6038030744185983,0.5216760647117341,18.159840541112032,0.8886344712739384,14412,toto2,18,-0.014999089659328169,-0.007729026448456189
bmd,Rainfall,7,0.6308640242221772,0.5432325291844051,18.288876744551743,0.8649042464612823,14412,toto2,18,-0.006998739708724777,-0.016065476791339295
bmd,Rainfall,14,0.6321132025410298,0.5433190969175311,18.30821144068315,0.8421454343602554,14412,toto2,18,-0.0072850429783475334,-0.014624392285641719
bmd,Rainfall,30,0.6312533499186699,0.5555126848102809,18.774835268953755,0.8673327782403553,14412,toto2,18,-0.007982088228739359,-0.010726519912218846
bmd,Rainfall,1,0.7625010734647686,0.7625010734647686,16.70507804927672,0.012628365251179573,14412,ttm_r2,18,-0.2984885386070397,-0.5019050015026041
bmd,Rainfall,3,0.802355976449787,0.802355976449787,17.10057412270385,0.012420205384401887,14412,ttm_r2,18,-0.34876853097084926,-0.549922378477598
bmd,Rainfall,7,0.831607593437618,0.831607593437618,17.330892263902765,0.0028448515126283653,14412,ttm_r2,18,-0.32742994745403675,-0.5554439775506517
bmd,Rainfall,14,0.8378360263604442,0.8378360263604442,17.179065261631933,0.00041631973355537054,14412,ttm_r2,18,-0.3351084812478802,-0.5646217368465059
bmd,Rainfall,30,0.8592055724713528,0.8592055724713528,17.809532916542647,0.00013877324451845685,14412,ttm_r2,18,-0.3719750196478586,-0.5632799788356591
bmd,Temperature,1,0.4975786377735955,0.39210907184851035,1.0778305392639727,0.8326275908179185,13461,AutoARIMA,18,0.35476888822497155,0.34720616342919786
bmd,Temperature,3,0.7216995071894474,0.5593610205430223,1.5057680984557167,0.7951118044721789,13461,AutoARIMA,18,0.11247002264469197,0.11583301961405656
bmd,Temperature,7,0.7206127262190153,0.5573635071619306,1.4931194054617025,0.8206671123987817,13461,AutoARIMA,18,0.0461003432267344,0.05756743061656422
bmd,Temperature,14,0.731164369481261,0.5662250604785688,1.5157621200821272,0.8151697496471287,13461,AutoARIMA,18,0.0343541135388451,0.044246939677711206
bmd,Temperature,30,0.7825079214841151,0.6060344665859411,1.633085682373894,0.794146051556348,13461,AutoARIMA,18,0.019063543903904967,0.023037563352854118
bmd,Temperature,1,0.521542946081723,0.4161919298836352,1.149319506885524,0.8356734269370775,13461,AutoETS,18,0.32369336343604704,0.3071123670316156
bmd,Temperature,3,0.8021162523081017,0.628970039006635,1.6946814309895466,0.82935888864126,13461,AutoETS,18,0.013575300862082473,0.005803908892588083
bmd,Temperature,7,0.9117071503207383,0.7300887934868012,1.892995884198577,0.9236312309635243,13461,AutoETS,18,-0.206857867098456,-0.23448960809685215
bmd,Temperature,14,0.9331883185106852,0.8237548178276849,1.9552729037309742,0.9812792511700468,13461,AutoETS,18,-0.23245811568029406,-0.39044744404038667
bmd,Temperature,30,1.0060726695405,1.0328891093346464,2.123362923185724,0.9986628036550034,13461,AutoETS,18,-0.2611928032146187,-0.6650766856983339
bmd,Temperature,1,0.5215992061954854,0.4198753395906397,1.1492983763378197,0.8526855359928683,13461,AutoTheta,18,0.32362040858429963,0.3009801264717068
bmd,Temperature,3,0.8021423124348656,0.6374575012766852,1.694685320282621,0.862565931208677,13461,AutoTheta,18,0.013543252698703934,-0.007611995346082034
bmd,Temperature,7,0.9118408253447235,0.7368588719765999,1.8931300419571016,0.9292771710868435,13461,AutoTheta,18,-0.20703481728939654,-0.24593697123434377
bmd,Temperature,14,0.9333917857992207,0.839225054302421,1.9557247814432013,0.9774162395067231,13461,AutoTheta,18,-0.23272683412228146,-0.41656025127315344
bmd,Temperature,30,1.0070322258744588,1.0619689028133419,2.125320475997496,0.9986628036550034,13461,AutoTheta,18,-0.2623956840594195,-0.7119549862910171
bmd,Temperature,1,0.5337206556055519,0.46218015152608893,1.138566768371046,0.355322784339945,13461,DLinear,18,0.3079020161826935,0.23054992612322422
bmd,Temperature,3,0.7326341757925104,0.6500591358990223,1.5127151217147856,0.26847931060099545,13461,DLinear,18,0.0990228107774449,-0.027531061606977714
bmd,Temperature,7,0.7119143904818924,0.630141497387984,1.4755438786060135,0.27531386969764504,13461,DLinear,18,0.05761462707469733,-0.06549112532038759
bmd,Temperature,14,0.7333437683043256,0.6484283429317415,1.51309010627243,0.2805883663917985,13461,DLinear,18,0.03147579014633106,-0.09450714285398365
bmd,Temperature,30,0.7692559348589255,0.6816895913536297,1.602480915205263,0.2735309412376495,13461,DLinear,18,0.03567597227612074,-0.09892285162859893
bmd,Temperature,1,0.5124090665173673,0.4032341269157405,1.1011174708758478,0.7696307852314093,13461,NHITS,18,0.33553764857758495,0.3286848694811598
bmd,Temperature,3,0.766605483251042,0.6044561640336077,1.600399912842292,0.6463115667483842,13461,NHITS,18,0.05724565361016665,0.04455233435744943
bmd,Temperature,7,0.7658070004225777,0.6029191501442027,1.588135863787194,0.6402198945100661,13461,NHITS,18,-0.013724859801656608,-0.019461512100390266
bmd,Temperature,14,0.7795310303774963,0.6176077117118901,1.6291892392454859,0.646237278062551,13461,NHITS,18,-0.02952354391517864,-0.04248381385377864
bmd,Temperature,30,0.8138001206232804,0.6436630130245132,1.7150374499790653,0.6428942872000595,13461,NHITS,18,-0.0201637381264268,-0.037621818980979826
bmd,Temperature,1,0.5022590634203611,0.39525567775808695,1.092357973556955,0.7948889384146794,13461,PatchTST,18,0.34869958376858323,0.34196760841641693
bmd,Temperature,3,0.714561459851384,0.5590323103517745,1.5061747077079926,0.7699279399747418,13461,PatchTST,18,0.12124823425382025,0.11635260300750705
bmd,Temperature,7,0.7133191738947557,0.5531708853444466,1.4820811360222907,0.8127925117004681,13461,PatchTST,18,0.055755067332528885,0.0646566341634992
bmd,Temperature,14,0.7277401126305932,0.5685523126943397,1.520759978297779,0.7996434143080009,13461,PatchTST,18,0.03887651599724118,0.04031868114128234
bmd,Temperature,30,0.7806151613611345,0.6091826204104483,1.6327344618091144,0.7646534432805884,13461,PatchTST,18,0.021436270564301196,0.01796255821551096
bmd,Temperature,1,0.5008766511954711,0.39225723578965255,1.0926210007357258,0.8039521580863235,13461,chronos2,18,0.3504922157448841,0.34695949607431187
bmd,Temperature,3,0.7074619335342195,0.54940682515159,1.4936160052458076,0.7641334224797564,13461,chronos2,18,0.12997907356954164,0.13156734960521377
bmd,Temperature,7,0.7206240531818108,0.5578791863142436,1.5100532542090077,0.8055865091746527,13461,chronos2,18,0.04608534933954678,0.056695481121760594
bmd,Temperature,14,0.7361682780500303,0.570955216739309,1.545017543087679,0.803209271227992,13461,chronos2,18,0.027745471313721293,0.0362627269722825
bmd,Temperature,30,0.7732958831481609,0.5994081952996632,1.636362731843629,0.7865686056013669,13461,chronos2,18,0.030611572991653624,0.03371949399979535
bmd,Temperature,1,0.5021087740657648,0.3933040973746316,1.0887356390464706,0.806255107347151,13461,chronos_bolt,18,0.34889447028499,0.34521665246399846
bmd,Temperature,3,0.7229006710698884,0.5592430778964705,1.5105751807475332,0.7852314092563702,13461,chronos_bolt,18,0.11099285806166559,0.11601944839588185
bmd,Temperature,7,0.7480618792681785,0.5780089745584449,1.5562721944084288,0.82534729960627,13461,chronos_bolt,18,0.00976496262681481,0.02265850558899485
bmd,Temperature,14,0.7748025183303844,0.6009404078693296,1.6158240399142278,0.8223014634871109,13461,chronos_bolt,18,-0.02327861678529808,-0.014350430563775607
bmd,Temperature,30,0.848696309377463,0.657158604799414,1.7740586683648683,0.8090037887229775,13461,chronos_bolt,18,-0.06390891026841028,-0.05937748957621425
bmd,Temperature,1,0.7711634307353198,0.6006629503555095,1.606327308851059,0.7996434143080009,13461,climatology,18,0.0,0.0
bmd,Temperature,3,0.8131550771276392,0.6326418345761547,1.6884443417573824,0.776539633013892,13461,climatology,18,0.0,0.0
bmd,Temperature,7,0.7554387100385541,0.5914094283971664,1.56996739502943,0.8052893544313201,13461,climatology,18,0.0,0.0
bmd,Temperature,14,0.7571764968220299,0.5924386580437759,1.5721284495631125,0.8043978902013224,13461,climatology,18,0.0,0.0
bmd,Temperature,30,0.7977152002264443,0.6203252488046532,1.6634118791716934,0.7900601738355248,13461,climatology,18,0.0,0.0
bmd,Temperature,1,0.5675121195872281,0.4437997652321175,1.1837357387673377,0.7719337344922368,13461,lightgbm,18,0.2640832060123832,0.2611500926277386
bmd,Temperature,3,0.7417208594837299,0.5781892523358952,1.5274955837773196,0.764950598023921,13461,lightgbm,18,0.08784820958905049,0.0860717380107191
bmd,Temperature,7,0.7280524333371295,0.5665372433886147,1.4947527806127001,0.8029121164846594,13461,lightgbm,18,0.03625214903274798,0.04205578033471691
bmd,Temperature,14,0.7405030812407913,0.5727180681602484,1.5192136292079235,0.8190327613104524,13461,lightgbm,18,0.02202051391085058,0.0332871422480171
bmd,Temperature,30,0.7885748237360363,0.6114807105618039,1.621967466598533,0.7761681895847262,13461,lightgbm,18,0.011458195215301559,0.014257904639368602
bmd,Temperature,1,0.48928163036265576,0.38864964830910476,1.088829857293524,0.8581828987445212,13461,moirai2,18,0.36552796610685245,0.35296550573149577
bmd,Temperature,3,0.7098171899216791,0.553938116779026,1.5042070234710527,0.8365648911670752,13461,moirai2,18,0.12708263172996137,0.12440485831901571
bmd,Temperature,7,0.739026339118186,0.575921041392135,1.5565469494343218,0.8500854319887081,13461,moirai2,18,0.02172561546327223,0.02618894163897234
bmd,Temperature,14,0.7612777924392827,0.5939867374171178,1.6031782821975664,0.851051184904539,13461,moirai2,18,-0.00541656487551645,-0.002613062723579862
bmd,Temperature,30,0.8018493325154511,0.6274906521483532,1.7126339473886891,0.834410519277914,13461,moirai2,18,-0.0051824664840700585,-0.01155104254986794
bmd,Temperature,1,0.5169853335054536,0.41349132994017584,1.1493741089974567,0.8055865091746527,13461,naive,18,0.32960341102728674,0.3116083991938473
bmd,Temperature,3,0.8197360952153601,0.6424106084670105,1.7362361617049096,0.8029864051704926,13461,naive,18,-0.008093189445446791,-0.015441239192473644
bmd,Temperature,7,0.9763397273446012,0.7571205769611603,2.025340908221995,0.8153926157046282,13461,naive,18,-0.29241421490669084,-0.28019700161545136
bmd,Temperature,14,1.1167575255058062,0.867687532208888,2.32712323759608,0.8127925117004681,13461,naive,18,-0.47489724019827007,-0.4646031625856082
bmd,Temperature,30,1.572609010932791,1.2245181928534168,3.2840921309748152,0.8035807146571577,13461,naive,18,-0.9713915573958987,-0.9739937963399425
bmd,Temperature,1,0.95179444766336,0.7547855583230523,2.0478772185699574,0.8201470915979496,13461,seasonal_naive,18,-0.2342318239284309,-0.2565875053161235
bmd,Temperature,3,1.0533454811190728,0.8355396075129742,2.2626422778696,0.7817398410222123,13461,seasonal_naive,18,-0.2953808083445457,-0.3207150742295646
bmd,Temperature,7,0.9805148401668234,0.7754485833510987,2.1102958466711454,0.8117524700988039,13461,seasonal_naive,18,-0.2979409542261642,-0.31118738747996266
bmd,Temperature,14,0.9791960112791778,0.7743339924310784,2.105637183384097,0.8124953569571354,13461,seasonal_naive,18,-0.2932202932724315,-0.3070281318034145
bmd,Temperature,30,0.9944394553671614,0.7892922745383143,2.151619343713491,0.8078151697496472,13461,seasonal_naive,18,-0.24660963597644092,-0.2723845693194902
bmd,Temperature,1,0.48931511544947737,0.43049989168823666,1.068184794730696,0.30696084986256594,13461,sundial,18,0.36548454458880963,0.28329208346637635
bmd,Temperature,3,0.7114449960386355,0.6123656475980328,1.493519601000807,0.3471510288982988,13461,sundial,18,0.12508079202835565,0.032050025575223295
bmd,Temperature,7,0.7257724450655813,0.6158888736944181,1.5143377307769823,0.37768367877572245,13461,sundial,18,0.03927024731292739,-0.04139170618837751
bmd,Temperature,14,0.7449128787214865,0.6301809667468958,1.5544857054738397,0.3880840947923631,13461,sundial,18,0.01619651184633364,-0.0637066946774616
bmd,Temperature,30,0.7855325373786604,0.6653847831430556,1.6616021195047859,0.394547210459847,13461,sundial,18,0.015271945230986739,-0.07263856247223632
bmd,Temperature,1,0.48697560125559114,0.38402906108532336,1.07270874706782,0.8186613178812867,13461,timesfm25,18,0.3685182908748018,0.3606579848848157
bmd,Temperature,3,0.7080733794748397,0.5505179689056426,1.4949580340226714,0.7772825198722234,13461,timesfm25,18,0.1292271309723435,0.12981099443973998
bmd,Temperature,7,0.7177518996670833,0.5577924329272397,1.5080996914629896,0.839462149914568,13461,timesfm25,18,0.04988731695989934,0.056842170340495324
bmd,Temperature,14,0.7309432703453669,0.5705903243053332,1.5422922675313326,0.837456355397073,13461,timesfm25,18,0.03464611829179509,0.03687864294775367
bmd,Temperature,30,0.7717635128049162,0.6020059057249256,1.6494518510767096,0.8296560433845925,13461,timesfm25,18,0.032532522150964804,0.02953183529935044
bmd,Temperature,1,0.4877270184411997,0.38377312560811455,1.0793990727093745,0.7958546913305103,13461,tirex,18,0.3675438966599568,0.36108407322114033
bmd,Temperature,3,0.7142506421218617,0.5540190173635879,1.505309582466913,0.7898373077780254,13461,tirex,18,0.12163047097380753,0.1242769809322537
bmd,Temperature,7,0.7276589563156004,0.56491253584161,1.5260340551238356,0.8246787014337716,13461,tirex,18,0.03677300799364114,0.04480295930920142
bmd,Temperature,14,0.7430817463560293,0.5793420540886453,1.5671816063044184,0.8315132605304212,13461,tirex,18,0.018614881107850256,0.02210626159740403
bmd,Temperature,30,0.7901235836973511,0.6161798343333458,1.6810884016692966,0.834410519277914,13461,tirex,18,0.009516700354886165,0.006682646691063332
bmd,Temperature,1,0.5261271665323454,0.422539403423468,1.674481577150235,0.7948146497288463,13461,toto2,18,0.31774881229693097,0.29654492061915416
bmd,Temperature,3,0.7554623469427665,0.5936678333757551,1.9654374450383425,0.7795111804472179,13461,toto2,18,0.07094923441745526,0.061605159618492
bmd,Temperature,7,0.7721911578917032,0.6052415008412827,1.9633544019257427,0.8191813386821187,13461,toto2,18,-0.02217578690439903,-0.02338831912369721
bmd,Temperature,14,0.7886578143877261,0.6205900260004131,2.009722415503733,0.8237129485179407,13461,toto2,18,-0.04157725140416724,-0.04751777686080216
bmd,Temperature,30,0.8450580664472523,0.6619279763125812,2.102495215414668,0.816804100735458,13461,toto2,18,-0.05934808087819943,-0.0670659909266873
bmd,Temperature,1,0.5392273396361686,0.5392273396361686,1.1443266052828118,0.0,13461,ttm_r2,18,0.3007612677872905,0.10227967395521809
bmd,Temperature,3,0.7384465267281489,0.7384465267281489,1.5340390023275663,0.0,13461,ttm_r2,18,0.09187491107279089,-0.16724264247064724
bmd,Temperature,7,0.7967266155819367,0.7967266155819367,1.6360220190649004,0.0,13461,ttm_r2,18,-0.05465420952717048,-0.3471659011950816
bmd,Temperature,14,0.8439594776626657,0.8439594776626657,1.7321953072430574,0.0,13461,ttm_r2,18,-0.1146139390285823,-0.42455166657997623
bmd,Temperature,30,0.9445409116321101,0.9445409116321101,1.966983465462997,0.0,13461,ttm_r2,18,-0.18405780830550422,-0.5226543066757479
bmd,Humidity,1,0.5671431192958326,0.44644412857206206,4.780119118573579,0.8070791677924886,11103,AutoARIMA,18,0.2943246699937696,0.28939250292195995
bmd,Humidity,3,0.7299385558887633,0.570837387603694,6.083634904274612,0.7909573989011979,11103,AutoARIMA,18,0.10416486729959928,0.10486654183803867
bmd,Humidity,7,0.7568670032206518,0.5921394741511379,6.317596390752816,0.7946500945690353,11103,AutoARIMA,18,0.04871005095548153,0.04703994948876644
