var,lead,model,control,DiD,ci_lo,ci_hi,significant_05,DiD_gapmatched,gm_ci_lo,gm_ci_hi,gm_significant_05,control_gapmatched,DiD_gm_control,gmc_ci_lo,gmc_ci_hi,gmc_significant_05
Tavg,1,moirai2,AutoARIMA,0.006980623284628451,-0.005847996180013825,0.018837337780587642,False,-0.020678295181610906,-0.03484780871914679,-0.00855688412294586,True,True,-0.010057490009746317,-0.02418775676036565,0.002016811313317786,False
Tavg,1,ttm_r2,AutoARIMA,-0.016826130559814634,-0.05095725540460152,0.015499098376290807,False,-0.01484031582546963,-0.04820311476071795,0.018552832171425785,False,True,-0.004219510653605041,-0.036254454762267935,0.029097199504029125,False
Tavg,1,sundial,AutoARIMA,0.00028959732020261697,-0.016391168114731798,0.02081572046259736,False,-0.008875387233403309,-0.026239506177432485,0.011782209824669855,False,True,0.00174541793846128,-0.01600801449147136,0.021775680649577838,False
Tavg,7,chronos2,PatchTST,0.013074137512136708,-0.01542317436951974,0.03788586881727501,False,0.006788115685353091,-0.019894766893935722,0.0326775359629721,False,True,0.006851313361673661,-0.01958538211708972,0.03172112946535841,False
Tavg,7,chronos_bolt,PatchTST,0.051587117033121466,0.01900482219015902,0.08369386229264346,True,0.03787003654319965,0.006804624462275813,0.06950160113925646,True,True,0.03793323421952022,0.006460234825740022,0.06950091615299296,True
Tavg,7,timesfm25,PatchTST,0.018918877555505254,-0.009584066440076117,0.04693918624993608,False,-0.011976146326974968,-0.040296062399152024,0.017528892569705627,False,True,-0.011912948650654398,-0.03941430862729847,0.016871475785668114,False
Tavg,7,toto2,PatchTST,0.047918955911263494,0.006188893209839524,0.0886332858113481,True,-0.010044237747573681,-0.0517259006843024,0.027958032394641126,False,True,-0.009981040071253111,-0.052121283922495126,0.031464595396463325,False
Tavg,7,tirex,PatchTST,0.024789866494376978,-0.004148016223525016,0.05208624998393191,False,-0.00344405284148408,-0.031183151885659253,0.024901103758696263,False,True,-0.00338085516516351,-0.031052732215828393,0.026607580838969812,False
Tavg,7,moirai2,PatchTST,0.04737287387155531,0.00887359023502464,0.08792533686415423,True,-0.022887309441203207,-0.06414509769501855,0.013890164591473962,False,True,-0.022824111764882637,-0.06294209925698625,0.01940572506600321,False
Tavg,7,ttm_r2,PatchTST,0.05715696306395557,-0.0034498072800982437,0.11663591052261398,False,0.04128408453337096,-0.01927747903511527,0.09694989047692679,False,True,0.04134728220969153,-0.019952142095267876,0.10342043820663241,False
Tavg,7,sundial,PatchTST,-0.023243171304894394,-0.06931299966267451,0.017994758735345107,False,-0.03531517907019377,-0.07738085156306745,0.004868219688828215,False,True,-0.0352519813938732,-0.07752958814525636,0.0035619323220551897,False
Tavg,30,chronos2,AutoARIMA,0.05190554044178952,0.013996881294537,0.08821903009791955,True,0.038745615457690064,0.001376124809653742,0.07618245689670536,True,True,0.060286557097006144,0.022412198491193608,0.09713750171711037,True
Tavg,30,chronos_bolt,AutoARIMA,0.13911342680950045,0.08946139891931386,0.19129027032092297,True,0.1162311892582093,0.06509427935516107,0.1718541190984391,True,True,0.13777213089752538,0.08864548765066421,0.18873705462783194,True
Tavg,30,timesfm25,AutoARIMA,0.08429458225807474,0.02589206710484892,0.15021294267370652,True,0.01287781715207681,-0.04461583252253791,0.07316216664881356,False,True,0.03441875879139289,-0.022377470149768267,0.10274093398086381,False
Tavg,30,toto2,AutoARIMA,0.14009893517173244,0.05292283923211663,0.23130580110464877,True,-0.02926941815810369,-0.12163919748781442,0.05993427503611362,False,True,-0.007728476518787608,-0.10062135023568915,0.08833085454365396,False
Tavg,30,tirex,AutoARIMA,0.07963122710563153,0.02908940070371379,0.1223730027896472,True,0.030092434961030312,-0.01667863098733978,0.07425408850568649,False,True,0.05163337660034639,0.004713861092990474,0.09674928623109517,True
Tavg,30,moirai2,AutoARIMA,0.14752424084080284,0.06585746277696504,0.23396641441808355,True,-0.02686297675708782,-0.1139876786318541,0.058134660981121376,False,True,-0.0053220351177717395,-0.09040207212085458,0.08888234193296159,False
Tavg,30,ttm_r2,AutoARIMA,0.19731072274222528,0.09974187706635997,0.31321073706365293,True,0.16581736980701,0.059885583367404134,0.27468643387019515,True,True,0.1873583114463261,0.08928820011856832,0.2999091727448638,True
Tavg,30,sundial,AutoARIMA,0.04864153334892185,-0.005830155694470096,0.09993524712698255,False,0.01334717646027861,-0.04168771258899386,0.0663106053884293,False,True,0.03488811809959469,-0.02193384763652252,0.08872025573615153,False
