var,lead,model,control,DiD,ci_lo,ci_hi,significant_05,DiD_gapmatched,gm_ci_lo,gm_ci_hi,gm_significant_05,control_gapmatched,DiD_gm_control,gmc_ci_lo,gmc_ci_hi,gmc_significant_05
Rainfall,30,toto2,NHITS,-0.0056124055710066,-0.0394177340382596,0.0192853461598181,False,-0.0146862675966573,-0.0495700990628874,0.0122685421398267,False,True,-0.0067970756242207,-0.0397353225987096,0.0182420339656533,False
Rainfall,30,tirex,NHITS,0.0133013575968135,-0.0225536918922594,0.0534300620429708,False,-0.0099260552514943,-0.0448822885418579,0.03279659999578,False,True,-0.0020368632790577,-0.0368096201488992,0.0382278042288122,False
Rainfall,30,moirai2,NHITS,0.0091871605440894,-0.0213882124434267,0.0411546963177549,False,8.792861623119208e-05,-0.031986995117902,0.0331386336748306,False,True,0.0079771205886678,-0.0232595090288151,0.0383537484070367,False
Rainfall,30,ttm_r2,NHITS,-0.1117270669635404,-0.2571509407665072,0.1129499346832326,False,-0.0503435482711522,-0.1933546157979043,0.1821778648685864,False,True,-0.0424543562987156,-0.1825207710688618,0.1731638524418583,False
Rainfall,30,sundial,NHITS,-0.0388027886818711,-0.091934399155179,0.0176170399537928,False,-0.0472015544646533,-0.0982518139303888,0.0134189468435498,False,True,-0.0393123624922167,-0.091911994808321,0.0175361052949616,False
Tavg,1,chronos2,AutoARIMA,0.0002742531552447,-0.0149681385351801,0.0144096487264739,False,-0.0082575323849467,-0.0235474838478618,0.0060829198954962,False,True,0.0023632727869178,-0.0128093293429776,0.0158849527812043,False
Tavg,1,chronos_bolt,AutoARIMA,0.0047223989179335,-0.0090541958904368,0.0162593553343373,False,-0.0076742952951306,-0.0223044615853871,0.0037703248602982,False,True,0.0029465098767339,-0.0114648620950411,0.0145092459858052,False
Tavg,1,timesfm25,AutoARIMA,-0.0049835872550427,-0.0172416257497737,0.0072302725028729,False,-0.0151369540331782,-0.0281227902039883,-0.0034965563069747,True,True,-0.0045161488613136,-0.0170502494953744,0.0071502020901959,False
Tavg,1,toto2,AutoARIMA,0.062481546337693,0.0082114286301895,0.1454391437487851,True,0.0244076662152245,-0.0302030930810159,0.1080227132156277,False,True,0.035028471387089,-0.0191390504578599,0.1188130096674501,False
Tavg,1,tirex,AutoARIMA,-0.0011659308504156,-0.0127912300120218,0.0102649605279028,False,-0.0142506273083943,-0.0263918383824862,-0.0020636475342077,True,True,-0.0036298221365297,-0.01540426741458,0.0084065079451076,False
Tavg,1,moirai2,AutoARIMA,0.0069806232846284,-0.0058479961800138,0.0188373377805876,False,-0.0206782951816109,-0.0348478087191467,-0.0085568841229458,True,True,-0.0100574900097463,-0.0241877567603656,0.0020168113133177,False
Tavg,1,ttm_r2,AutoARIMA,-0.0168261305598146,-0.0509572554046015,0.0154990983762908,False,-0.0148403158254696,-0.0482031147607179,0.0185528321714257,False,True,-0.004219510653605,-0.0362544547622679,0.0290971995040291,False
Tavg,1,sundial,AutoARIMA,0.0002895973202026,-0.0163911681147317,0.0208157204625973,False,-0.0088753872334033,-0.0262395061774324,0.0117822098246698,False,True,0.0017454179384612,-0.0160080144914713,0.0217756806495778,False
Tavg,7,chronos2,PatchTST,0.0130741375121367,-0.0154231743695197,0.037885868817275,False,0.006788115685353,-0.0198947668939357,0.0326775359629721,False,True,0.0068513133616736,-0.0195853821170897,0.0317211294653584,False
Tavg,7,chronos_bolt,PatchTST,0.0515871170331214,0.019004822190159,0.0836938622926434,True,0.0378700365431996,0.0068046244622758,0.0695016011392564,True,True,0.0379332342195202,0.00646023482574,0.0695009161529929,True
Tavg,7,timesfm25,PatchTST,0.0189188775555052,-0.0095840664400761,0.046939186249936,False,-0.0119761463269749,-0.040296062399152,0.0175288925697056,False,True,-0.0119129486506543,-0.0394143086272984,0.0168714757856681,False
Tavg,7,toto2,PatchTST,0.0479189559112634,0.0061888932098395,0.0886332858113481,True,-0.0100442377475736,-0.0517259006843024,0.0279580323946411,False,True,-0.0099810400712531,-0.0521212839224951,0.0314645953964633,False
Tavg,7,tirex,PatchTST,0.0247898664943769,-0.004148016223525,0.0520862499839319,False,-0.003444052841484,-0.0311831518856592,0.0249011037586962,False,True,-0.0033808551651635,-0.0310527322158283,0.0266075808389698,False
Tavg,7,moirai2,PatchTST,0.0473728738715553,0.0088735902350246,0.0879253368641542,True,-0.0228873094412032,-0.0641450976950185,0.0138901645914739,False,True,-0.0228241117648826,-0.0629420992569862,0.0194057250660032,False
Tavg,7,ttm_r2,PatchTST,0.0571569630639555,-0.0034498072800982,0.1166359105226139,False,0.0412840845333709,-0.0192774790351152,0.0969498904769267,False,True,0.0413472822096915,-0.0199521420952678,0.1034204382066324,False
Tavg,7,sundial,PatchTST,-0.0232431713048943,-0.0693129996626745,0.0179947587353451,False,-0.0353151790701937,-0.0773808515630674,0.0048682196888282,False,True,-0.0352519813938732,-0.0775295881452563,0.0035619323220551,False
Tavg,30,chronos2,AutoARIMA,0.0519055404417895,0.013996881294537,0.0882190300979195,True,0.03874561545769,0.0013761248096537,0.0761824568967053,True,True,0.0602865570970061,0.0224121984911936,0.0971375017171103,True
Tavg,30,chronos_bolt,AutoARIMA,0.1391134268095004,0.0894613989193138,0.1912902703209229,True,0.1162311892582093,0.065094279355161,0.1718541190984391,True,True,0.1377721308975253,0.0886454876506642,0.1887370546278319,True
Tavg,30,timesfm25,AutoARIMA,0.0842945822580747,0.0258920671048489,0.1502129426737065,True,0.0128778171520768,-0.0446158325225379,0.0731621666488135,False,True,0.0344187587913928,-0.0223774701497682,0.1027409339808638,False
Tavg,30,toto2,AutoARIMA,0.1400989351717324,0.0529228392321166,0.2313058011046487,True,-0.0292694181581036,-0.1216391974878144,0.0599342750361136,False,True,-0.0077284765187876,-0.1006213502356891,0.0883308545436539,False
Tavg,30,tirex,AutoARIMA,0.0796312271056315,0.0290894007037137,0.1223730027896472,True,0.0300924349610303,-0.0166786309873397,0.0742540885056864,False,True,0.0516333766003463,0.0047138610929904,0.0967492862310951,True
Tavg,30,moirai2,AutoARIMA,0.1475242408408028,0.065857462776965,0.2339664144180835,True,-0.0268629767570878,-0.1139876786318541,0.0581346609811213,False,True,-0.0053220351177717,-0.0904020721208545,0.0888823419329615,False
Tavg,30,ttm_r2,AutoARIMA,0.1973107227422252,0.0997418770663599,0.3132107370636529,True,0.16581736980701,0.0598855833674041,0.2746864338701951,True,True,0.1873583114463261,0.0892882001185683,0.2999091727448638,True
Tavg,30,sundial,AutoARIMA,0.0486415333489218,-0.00583015569447,0.0999352471269825,False,0.0133471764602786,-0.0416877125889938,0.0663106053884293,False,True,0.0348881180995946,-0.0219338476365225,0.0887202557361515,False
