var,lead,model,reanalysis_minus_obs,ci_lo,ci_hi,significant_05
Temperature,30,tirex,0.0157646200033387,-0.0648093818605003,0.0920000884573803,False
Temperature,1,timesfm25,0.177989629643709,0.1304759165396479,0.2286795946072634,True
Temperature,7,timesfm25,0.0898941825131647,0.0251472652400968,0.1611757190835618,True
Temperature,30,timesfm25,0.0191372248733782,-0.0529617242857428,0.0933756347376196,False
Temperature,1,toto2,0.2443639391222561,0.1946371713218031,0.2964456575018394,True
Temperature,7,toto2,0.1558343153495286,0.0798898887687109,0.229516860697649,True
Temperature,30,toto2,0.0602932372337563,-0.0243097101020246,0.1488766093761746,False
Temperature,1,moirai2,0.1740870345442028,0.1270559481048976,0.2261962314809052,True
Temperature,7,moirai2,0.0730157611812796,4.303679942433234e-06,0.1480151505552737,True
Temperature,30,moirai2,-0.0782504627106677,-0.1845628645914444,0.030995215277726,False
Temperature,1,chronos_bolt,0.1800524261992739,0.1314103922239402,0.2326421225831853,True
Temperature,7,chronos_bolt,0.0785958203650765,0.0009670376302171,0.1580695176670812,True
Temperature,30,chronos_bolt,-0.0617706195802849,-0.1748806163486206,0.0460562705791142,False
Temperature,1,PatchTST,0.1699654073450041,0.1201711430648987,0.2210914167638893,True
Temperature,7,PatchTST,0.0393997165038112,-0.0112839827204643,0.0958595160990964,False
Temperature,30,PatchTST,0.0023134536398291,-0.0419860587250636,0.0459711873846136,False
Temperature,1,AutoARIMA,0.181937945308794,0.1310242612278378,0.2317858384814165,True
Temperature,7,AutoARIMA,0.0426911729811874,-0.0179812491299404,0.1084557857664595,False
Temperature,30,AutoARIMA,-0.0748790734912989,-0.1486833868109972,-0.012494076891321,True
Temperature,1,NHITS,0.1472661331956437,0.0992919309807963,0.1991518328217148,True
Temperature,7,NHITS,-0.0350929018259091,-0.0951730789433821,0.0356935336990731,False
Temperature,30,NHITS,-0.0756688014287685,-0.1303067347829791,-0.0217283216822468,True
Humidity,1,chronos2,0.3294956774178714,0.2785567750493902,0.3842772956036513,True
Humidity,7,chronos2,0.3445329201924638,0.2576588248951358,0.4263149636654716,True
Humidity,30,chronos2,0.2938031801536717,0.2085038413789768,0.3709916131692524,True
Humidity,1,tirex,0.3277966233299298,0.2760408198150963,0.3848533585216683,True
Humidity,7,tirex,0.3449888132329759,0.258501446882958,0.4284127053289632,True
Humidity,30,tirex,0.2872226107067376,0.196050808306026,0.3695184710480851,True
Humidity,1,timesfm25,0.3253731829363129,0.2749048133200797,0.3811920289120756,True
Humidity,7,timesfm25,0.3472479900699753,0.261111485826298,0.4281421622792308,True
Humidity,30,timesfm25,0.3076221525814808,0.2273111628668806,0.3808404077537861,True
Humidity,1,toto2,0.4468198052154392,0.3877133779039239,0.5102331422851221,True
Humidity,7,toto2,0.4706176927402002,0.3793465747581191,0.560338935110299,True
Humidity,30,toto2,0.4050520743014687,0.312880429292511,0.488574436446125,True
Humidity,1,moirai2,0.3269197790473854,0.2759624627840735,0.3825073856973679,True
Humidity,7,moirai2,0.3649116081563012,0.2800438638567046,0.4478002086300769,True
Humidity,30,moirai2,0.3415647447598317,0.2551577142979141,0.4215289848842239,True
Humidity,1,chronos_bolt,0.3288459359314419,0.2763610716298609,0.3858370470617377,True
Humidity,7,chronos_bolt,0.352519907938201,0.2671514099529865,0.4356478746915794,True
Humidity,30,chronos_bolt,0.2929067860143053,0.2006635053322316,0.3736767162752864,True
Humidity,1,PatchTST,0.3250121976995912,0.2725612683303746,0.3820824062337975,True
Humidity,7,PatchTST,0.3211398803591535,0.2396269310641904,0.398257576920671,True
Humidity,30,PatchTST,0.2489441885080566,0.1630320630047046,0.3234645581352419,True
Humidity,1,AutoARIMA,0.3146093406364998,0.2614461779342853,0.3703608515372117,True
Humidity,7,AutoARIMA,0.3062592368166793,0.2111727402123329,0.3942241822773968,True
Humidity,30,AutoARIMA,0.1933194986692996,0.103335379345318,0.2719336926558461,True
Humidity,1,NHITS,0.3157056498386051,0.2629012612176664,0.3697100612041979,True
Humidity,7,NHITS,0.3031048275131031,0.2178893633802943,0.3868931924207863,True
Humidity,30,NHITS,0.2118830087796228,0.131909262271162,0.2808392871402673,True
Sunshine,1,chronos2,0.0506011821226277,-0.0001272081379211,0.098734796451681,False
Sunshine,7,chronos2,0.0069180179119471,-0.0310988878869168,0.0490275842798329,False
Sunshine,30,chronos2,0.0003789044534856,-0.0363246174115428,0.0370295584513628,False
Sunshine,1,tirex,0.0558840114996995,0.0007910207528094,0.1088485710554749,True
Sunshine,7,tirex,0.0051728889777966,-0.0382979695228375,0.0492953459281193,False
Sunshine,30,tirex,-0.002371754113798,-0.0409203483125805,0.0348547399649408,False
Sunshine,1,timesfm25,0.0593457909948884,0.0093602586269814,0.1068184776878884,True
Sunshine,7,timesfm25,0.0160831419953264,-0.0269020220145064,0.0605870378800885,False
Sunshine,30,timesfm25,0.0098354237721673,-0.0294299585511569,0.0481189599483842,False
Sunshine,1,toto2,0.0608493506662122,0.0042403042744616,0.1152860334493649,True
Sunshine,7,toto2,0.0041557696816001,-0.0365311969846614,0.0453528435347798,False
Sunshine,30,toto2,-0.0003118582204927,-0.0391493017943107,0.038158695869918,False
Sunshine,1,moirai2,0.0654724712197603,0.0142887835120943,0.1142632782939682,True
Sunshine,7,moirai2,0.0690450014264579,0.0232965226939132,0.1247481647889538,True
Sunshine,30,moirai2,0.1116726834469445,0.0494643903081321,0.1730378887718713,True
Sunshine,1,chronos_bolt,0.0619543609801233,0.0095555330848213,0.11245294783924,True
Sunshine,7,chronos_bolt,0.0198401495178131,-0.0263217141993811,0.0673176142472119,False
Sunshine,30,chronos_bolt,0.0261355758592992,-0.0262219261877019,0.0793407400597495,False
Sunshine,1,PatchTST,0.0138528095866504,-0.0291144542539995,0.0556559076464563,False
Sunshine,7,PatchTST,0.0117653455943146,-0.0185654941256971,0.0422522274424292,False
Sunshine,30,PatchTST,0.001879419606403,-0.0259874768326305,0.0313412003247496,False
Sunshine,1,AutoARIMA,0.0364346113634345,-0.0138658149574295,0.0832703757469929,False
Sunshine,7,AutoARIMA,-0.0079305187661254,-0.0500393354611183,0.0337949728196415,False
Sunshine,30,AutoARIMA,-0.0184184129874507,-0.0583657866342032,0.0218919116648429,False
Sunshine,1,NHITS,0.0074605548195245,-0.0402937222491677,0.0547718788322202,False
Sunshine,7,NHITS,-0.0791080073987595,-0.1235356501497867,-0.0354358016723462,True
Sunshine,30,NHITS,-0.0723548657164432,-0.1041519618105418,-0.0378844582354703,True
